,event,cleandiscipline_new,itype,gendersquash,cleantarget_new,perpetrator_new,story_word_count
49,"After taking an undergraduate course with a professor, she became an academic mentor for the remainder of my undergraduate education and the first few years of my graduate education. In time, she let it be known that she would like a physical relationship with me. By her own admission, she tried to seduce me on more than one occasion. Most of the time our relationship was friendly and professional, but there was always this underlying dynamic that made me uncomfortable. I eventually terminated our relationship, and we have not spoken to each other since.",Natural sciences,Other Type of School,Female,Graduate Student,Graduate Student,94
50,A tenured professor and later the chair who was working with grad students would give teaching gigs and opportunities for additional employment/income/professional development based on gender and sexual orientation and also based on what other professors you worked with. This professor/chair also told inappropriate jokes in class and outed (though sarcastic mean-spirited jokes) LGBT students in class. This professor got away with it because she was a lesbian and it was disguised as playful. In class this professor would also question certain students intellect and make inappropriate jokes about not knowing about certain fields of research or not immediately grasping concepts/theories. ,Humanities,Other Type of School,Female,Graduate Student,Chair/Dean/Head,102
51,"I knew a fellow graduate student in my field and was visiting his city for research. My original accommodation plans fell through and he took me in, sleeping on the floor in the living room. On the last night he and his roommate are drinking and trying to get me to drink with them, but I'm exhausted and I just want to sleep; I lie down to go to bed and this guy comes up and lies down right next to me, almost spooning me, and starts caressing me on the hair, back, etc., clearly trying to initiate sex. I didn't have a car or anyway to get out of there (this is before rideshare) or anywhere to go. I pretended to be asleep, lying on my stomach to protect myself from his hands, and didn't move. I ran through my potential options for escape and realized that the only one was to pack my things up and spend the rest of the night on the street hoping something else bad wouldn't happen to me and that I would suffer complications from the cold. I was really freaked out. I just stayed immobile for a while and eventually he went away. I called him out on it later, after I'd gotten home, and he did apologize for putting me in that situation. But I was still very creeped out and angry that I felt I had to put up with it because I didn't have any other solutions.  

I've seen him at conferences since then and we're friendly. But I haven't NOT noticed him staring at my ass on those occasions. ",Humanities,Other Type of School,Male,Graduate Student,Graduate Student,273
52,"The senior women in our department were completely marginalized as happened at MIT 20+ years ago.  The women were left off all major committees.  Any of us who spoke up were labeled as bullies, pushy, greedy, polarizing, a gaggle, and worse.  Female files were messed with by our dept Chair. A subset of male faculty took students out and got drunk with them during recruitment events and allegedly hit on the students. The successful women were accused of getting favors from higher-ups in the administration.",Natural sciences,Other Type of School,Male,Faculty,Faculty,88
53,"Would go around to women in the program and ask them sexual explicit questions for a “survey” such as “When you give a blow job, do you lick the balls?” Would also publicly show off naked pictures of women who allegedly sent these images to him, all while being in a shared office space where other female collugues could see and hear him. Would loudly refer to women as “gutter sluts” and openly mocked women and minority members. Ranked women in the program by “sexual appeal” and let it be know who he would ranked the highest. Would also loudly make claims women and minority students had an easier  time getting into PhD programs due to the “sympathy vote.”  All this and more place in just out Fall semester of 2015. ", Social sciences,Other Type of School,Male,Graduate Student,Graduate Student,134
54,"My students were mostly non-traditional, adult students who were getting their education through this satellite campus. They told me that one of their professors - another instructor in the building - had asked his students to write diaries. He made one woman read her diary aloud in front of the class. It was about sexual relations with her husband. They hadn't been told in advance that they'd be made to read their diary writing out loud, and she was one of the only people who'd been made to do this. ",Humanities,Other Type of School,Male,Faculty,Faculty,91
55,"I was a first year graduate student (~2007)and was tasked by my advisor to show a visiting phd student our lab, and we also went on a field trip. During the lab tour, my advisor was with me and the visiting student- I'll call him- Dave. My advisor stepped out a ear shot for a few minutes. Dave told me his back hurt, and followed up with a smirk and told me that was because his ""cock was so big."" Later on the field trip, he pulled me aside to whisper that he'd like to ""rub one out"" on the rock outcrop we had just seen, presumably because he was enjoying himself. I didn't said anything, because I didn't want to be difficult, and maybe everyone would think he was funny and joking and I was overreacting. ",Natural sciences,Other Type of School,Male,Graduate Student,Graduate Student,138
56,"touched without consent by my supervisor in a hotel at a conference. ran away, and then had my supervisor repeatedly knock on my door and try to call my room all night. it was terrifying to me at the time. ",Natural sciences,Other Type of School,Male,Undergraduate Student,Graduate Student,41
57,"In 1999, I was a master's student in criminology at the university of Toronto in Canada. The director of the centre,  XXX, was one of my profs. He was grooming me for the PHD program and acting as a mentor of sorts and invited me to meet some of his PHD students at a bar after school. He told me that he had to pick up some clothes at the dry cleaners first and then go home to change and drop them off- then we would go to the bar. He asked me to come with him in his car. I was very hesitant to do this. I knew that he had a history of dating his PHD students. I knew from a very good friend that he had left his wife of 30 years for one of his PHD students. 
Reluctantly I went in his car- wanting to meet the PHD students as my goal. When I entered into his house he gave me a tour and showed me every room including his bedroom. I felt very uncomfortable and immediately went downstairs and stood at the front door telling him i would wait there for him. 
Seconds later he came down the stairs with his jeans undone and his penis hanging out. He sat on the love seat in the living room and patted the seat beside him as an invitation to come sit beside him and do as he wished. I was stunned. I didn't say a word and sat in the rocking chair across from him. He took one look at me and said, ""You can go now."" I replied, ""so, we're not going to meet your students?""  He answered, ""you can meet them another time."" 
I left immediately and ran down the street crying. Called my husband from a pay phone and felt sick. 
The next day, I told another student what happened and asked her who i should tell (which profs). She told me to keep my mouth shut and just finish my MA and get out. She said he would make my life hell- he has done it to other students before and no other prof would support me. I was devastated. My dream was to do my PHD. I eventually felt so disgusted by academia and him that i finished my MA and never went back despite being asked by other profs to apply for the PHD. ", Social sciences,Other Type of School,Male,Graduate Student,Chair/Dean/Head,407
58,"At a large party thrown by a textbook publisher at a major conference. I older and more established scholar (woman) I had politely rebuffed the day prior came up to me, interrupted my conservation, grabbed my penis through my pants, and made a loud comment about its size. I know she her posting dozens of #MeToo and #BelieveWomen things, and it really makes me feel like this whole movement is grossly disingenuous. ",Humanities,Multiple,Female,Graduate Student,Faculty,73
59,"When I was applying to do my PhD, a senior (female) member of the department to which I was applying, and an ex-PhD student of the adviser with whom I was considering working both invited me for informal meetings to talk about my application. They both warned me that this particular adviser had a history of bullying his female postgraduate students; I later heard that this prof had caused at least one of his female students to leave the academy because of sexual comments and other bullying behaviour. ",Humanities,Other Type of School,Male,Graduate Student,Faculty,89
60,"Freshman year was asked out of nowhere in front of a group of my peers AND another professor if I ""liked to be on top."" Later, came persistent gender-based harassment and exclusion regarding my playing ability. My final year, he refused to use my name and referred to me as ""c*nt"" when I came up in conversation with other professors and with graduate students. He would unfairly and arbitrarily impose grade-based punishments when it suited him, and when I asked for clarification, he sent an email to the entire studio targeting me. He had a habit of making up nicknames for the girls in studio (One girl was referred to as ""butterface"", etc) and complained constantly about his ex-wife during private lessons. I was told his humor was more explicitly sexual and degrading to women when he was surrounded by only male students.",Humanities,Other Type of School,Male,Graduate Student,Faculty,143
61,"Senior professor in the department hosted a party for grad students at his house. At the end of the night, my friend was the last to leave and intoxicated. The professor threw himself at my friend, promised to be his sugar daddy, and made exoticizing, racially based comments regarding his appearance. This was during the time in which faculty were assessing our (MA student) applications to continue in the PhD program, allot funding, etc. My friend eventually pushed him off and escaped to his car to sober up. ",Humanities,Other Type of School,Male,Graduate Student,Graduate Student,89
62,A professor in my department was discriminated against based on her gender and sexual orientation. Another professor harrassed her by making degrading comments and by unfairly influencing the decision regarding her tenure at the institution based on her gender/sexual orientation (2013) , Social sciences,Other Type of School,Male,Graduate Student,Chair/Dean/Head,42
63,"it was maybe midway through the semester, i went to his office hours to discuss a reading i didn't understand. he sat next to me on the couch rather than at his desk, touched my shoulder and knee repeatedly, commented that he wanted to be my ""mentor"" and help me ""excel in the field,"" that i had ""real potential.""",Humanities,Other Type of School,Male,Graduate Student,Faculty,59
64,"Associate Prof in my subfield cornered me at reception, pinched my nipple through my shirt and said how attractive I was. Followed me into the coat room when I was leaving and blocked the door.", Social sciences,Other Type of School,Male,Graduate Student,Chair/Dean/Head,35
65,"An emeritus professor cornered me at a holiday party while my partner and our infant were elsewhere in the room. At first, I was very excited to talk to him, because I had long admired his work and even cited him in my thesis, even though he'd always rebuffed my requests to meet via email. But now, in person, this very old frail-looking man grabbed a hold of my hand, petted it gently but firmly, while talking. When I tried to grab my hand back, he smiled gently and said ""I know you're keen to leave to talk to other people. But I don't want you to. I'd like to keep looking at you. So you're staying here with me."" I did the usual thing, which was to smile and try to make the situation less weird, while on the inside his response was absolutely chilling. I can't imagine what it would've been like to be alone with this man, particularly in earlier years when he had more physical strength. ",Humanities,Other Type of School,Male,Graduate Student,Faculty,171
66,"When I was in grad school a male faculty member ""joked"" to a group of three female PhD students (myself included) who had just mentioned how stressed we were about comps, that ""all [we] had to do was wear tight, low-cut dresses and [we'd be fine.""  Several years later a male faculty member stared at my breasts repeatedly, whenever I passed him in the hallway, etc, to the point where I had to sit on the same side of the table as him during meetings so as to not keep catching him doing it when I was on the opposite side",Humanities,Multiple,Male,Graduate Student,Faculty,102
67,"Both verbal and physical harassement and abuse, in 2010. After  I refused him many times, he tried to destroy my scientific career. (He was for example calling my next supervisor and tried to convince him to fire him)",Applied science,Other Type of School,Male,Graduate Student,Chair/Dean/Head,39
68,"As a female physics graduate student, I was repeatedly harassed by my PhD advisor, and by my male colleagues.  I was eventually pushed out of the department after seeking help from the graduate student advisor, the chair of the department, and the dean of arts and sciences.  It was made clear to me that the  only important thing was the money my advisor brought into the department.  My own investment in my education and my own career path (not to mention my humanity) were not valued.",Natural sciences,Other Type of School,Male,Graduate Student,Faculty,90
69,"A student at UC-Santa Barbara exposed his erect penis to me while I was lecturing in class.  No students sat in the front row, and this one did in the middle of the semester.  After class I called the Dean, who wanted nothing to do with the episode.  Told me to report to 'Campus Police. I reported to Campus Police who were outside my classroom for the next lecture, and when that very same student came up to speak to me, I asked him to accompany me out the door, where he was nabbed by the police.  The result: the police reported to me that this was ""a biological accident."" Nothing done.  The student later came to my office complaining that I should have discussed this ""problem"" with him instead of calling the police.  He frightened me, which seemed to be his intention.   Very difficult finishing up the semester with that looming. ", Social sciences,Other Type of School,Male,Graduate Student,Undergraduate Student,161
70,"I was at a party at a bar during a conference. We all have had a couple of drinks. I was talking to a senior professor when all of a sudden she said ""this is how we do it around here"" and she french kissed me. I was surprised, to say the least, and did not exactly know how to react. I turned around and went back to my colleagues.",Applied science,Other Type of School,Female,Graduate Student,Faculty,70
71,"At a major conference, I was on the way to the bathroom and a fellow graduate student in my department propositioned me for a threesome. When I said no, she asked if I was sure at least twice while she had a hand on my arm.",Humanities,Other Type of School,Female,Graduate Student,Graduate Student,46
72,"Few years ago at the pub at with PhD students and faculty a very drunk and much older, married woman professor got quite amorous, made 'eyes', cozied up to me at the table, and made veiled comments. I'm male.", Social sciences,Other Type of School,Female,Graduate Student,Faculty,39
73,"I was almost fired when an older, more senior, faculty member constantly harassed me and sat in my office every day to eat his lunch, despite my protests that I was busy and he needed to leave.  I was given a reprimand for being a bad colleague.",Humanities,Other Type of School,Male,Faculty,Graduate Student,48
74,"The second time I was sexually harassed was when I was a graduate student and peer grad student stalked me and harangued me in an attempt to get me to date him.  When I rebuffed his advances, he tried to undercut my status with professors organizing the teaching assignments for graduate TAs.",Natural sciences,Other Type of School,Male,Graduate Student,Graduate Student,53
75,"I was seduced and then raped twice by a professor with whom I was then taking a seminar. The rapes took place in my apartment and at his.  He also frequently pushed me up against the wall in his office and undressed me and fondled and kissed me, against my will.  I was immobilized. ",Humanities,Other Type of School,Male,Graduate Student,Faculty,57
76,"As a young assistant professor at an art school I noticed an older adjunct faculty member who would lurk in the halls or appear out of nowhere and stare. Other colleagues agreed he was ""creepy."" Fast forward 10 years. I was now department chair and it came to my attention that this same guy, who taught poetry writing, was making female undergraduates pretty uncomfortable. Rather than teaching everyone together in a classroom, he held tutorials in his tiny office with the door closed so that he could work with each individual student on her writing. One student came forward when she received an envelope of poems at her home address (which she had not shared with him -- he had gotten the registrar to tell him where she lived). Although he would deny it, the poems were highly suggestive and personal, mentioning, for example, a tattoo on her leg and the street she lived on. He also called her on her cell phone and asked her questions about her boyfriend. He would have students bring some of their art to class so he could help them translate their inspiration into words; in her case he honed in on a photograph in which she appeared in the background, in the shadows, partly nude. (This was in that tiny office with the door closed.) The student filed a complaint, and I had her taken out of the class and asked another colleague to work with her through the rest of the semester so that she could get credit for the course. This was just the first incident. This student filed a complaint which was adjudicated through a complex system that included both the in-house sexual harassment procedure and the state-wide faculty union grievance process. His defense was that he was working very hard with each student to draw out their creative energy based on what he saw in their work, and of course, they explored all kinds of subjects in their work. The fact that they were 20 years old and he was somewhere in his 70s, supposedly mature enough to know where to draw the line, did not seem to register. He had several advocates in the department, all male and quite senior to me, who argued that his writing poems for the students was a matter of free speech, and that stopping it would cast a shadow over the principles of artistic freedom at the school. The poet was able to keep his job with a stern warning, an order not to have students in his office alone, and a remedial sexual harassment training program -- something required by state law that had not really been enforced for adjunct faculty, putting the university in a position of potential liability. He came to my office in the fall and told me he was very sorry, he now understood, and I would never have any trouble with him again. I told him I hoped he meant it. But of course he kept up the same behavior, choosing new students for his obsession each term. After the students saw that he had not been fired, they were very reluctant to bring new complaints against him, and feeling very upset that I had not been able to get justice for the first student, I did not feel I could push them to complain, as I could make no promises. I could only take the incident to the civil rights officer, but without a formal complaint we could go no further. Every time I went to him and told him I knew what he was up to, he wanted to know who complained, and whined about how he had a constitutional right to face his accuser. He denied and denied, and begged me not to take away the only meaningful thing left in his life. After a couple of these incidents he seems to have understood he couldn't do this with students in his class, but decided it would be ok to stalk random students he saw in the halls. Two years after my term was up, he turned his attention to a graduate student, followed her to the cafeteria, invited himself to have lunch with her, offered to help her with recommendations, etc. She didn't like it but she felt she had to be polite to a professor. Then he wrote a little play and e-mailed it to her. There was immediately a second e-mail saying ""maybe you shouldn't open that other e-mail but just delete it."" Naturally she opened it. It was very explicit. She brought it to public safety, who called HR, and at last he was escorted out of the building and banned from campus. The grievance procedure dragged on for over a year with his old friends declaiming over and over the violation of his civil rights, but the firing was upheld at last.",Humanities,Other Type of School,Male,Chair/Dean/Head,Faculty,814
77,"I had just started a PhD program and was assigned an older, male advisor. I met with him to discuss courses to take and research interests, and he told me, ""Wow, you're blonde, 23 and live in _________? Are you married? No? Do you want to get married?"" He would routinely invite graduate students over to his home for drinks, and several rumours abounded that he had sexual relationships with at least 2 previous students.", Social sciences,Other Type of School,Other,Graduate Student,Faculty,75
78,"A male, full tenured prof in my grad dept. is known for being strange/a sexual harasser. He said lewd, sexual things at the holiday party about a colleague (Black woman) and her body. He has married and divorced a couple of his former students according to passed down history among grads in the dept. He holds grudges and jeopardized the passing of PhD of a student he had married and then divorced. We are told not to take classes with him by our advisors and our older grad students. The story is that they tried to get him out but can't bc he has tenure. Not sure how real, how hard ""they"" actually ""tried"" and when was the last time, bc I've been in this place 10 years and it was before then. Only undergrads take his classes. His last student, who was an international male, he was toxic and abusive to in how he treated his project and in their communications.", Social sciences,Other Type of School,Male,Graduate Student,Graduate Student,162
79,"In 2010 I entered into a relationship with my professor, who was twice my age. He pursued me, taking advantage of my youth, and I felt as if I could not end the relationship without academic penalties. Rumours flew, impacting my professional reputation to this day. ",Applied science,Other Type of School,Male,Undergraduate Student,Faculty,47
