,event,cleandiscipline_new,itype,gendersquash,cleantarget_new,perpetrator_new,story_word_count
44,"As a young assistant professor at an art school I noticed an older adjunct faculty member who would lurk in the halls or appear out of nowhere and stare. Other colleagues agreed he was ""creepy."" Fast forward 10 years. I was now department chair and it came to my attention that this same guy, who taught poetry writing, was making female undergraduates pretty uncomfortable. Rather than teaching everyone together in a classroom, he held tutorials in his tiny office with the door closed so that he could work with each individual student on her writing. One student came forward when she received an envelope of poems at her home address (which she had not shared with him -- he had gotten the registrar to tell him where she lived). Although he would deny it, the poems were highly suggestive and personal, mentioning, for example, a tattoo on her leg and the street she lived on. He also called her on her cell phone and asked her questions about her boyfriend. He would have students bring some of their art to class so he could help them translate their inspiration into words; in her case he honed in on a photograph in which she appeared in the background, in the shadows, partly nude. (This was in that tiny office with the door closed.) The student filed a complaint, and I had her taken out of the class and asked another colleague to work with her through the rest of the semester so that she could get credit for the course. This was just the first incident. This student filed a complaint which was adjudicated through a complex system that included both the in-house sexual harassment procedure and the state-wide faculty union grievance process. His defense was that he was working very hard with each student to draw out their creative energy based on what he saw in their work, and of course, they explored all kinds of subjects in their work. The fact that they were 20 years old and he was somewhere in his 70s, supposedly mature enough to know where to draw the line, did not seem to register. He had several advocates in the department, all male and quite senior to me, who argued that his writing poems for the students was a matter of free speech, and that stopping it would cast a shadow over the principles of artistic freedom at the school. The poet was able to keep his job with a stern warning, an order not to have students in his office alone, and a remedial sexual harassment training program -- something required by state law that had not really been enforced for adjunct faculty, putting the university in a position of potential liability. He came to my office in the fall and told me he was very sorry, he now understood, and I would never have any trouble with him again. I told him I hoped he meant it. But of course he kept up the same behavior, choosing new students for his obsession each term. After the students saw that he had not been fired, they were very reluctant to bring new complaints against him, and feeling very upset that I had not been able to get justice for the first student, I did not feel I could push them to complain, as I could make no promises. I could only take the incident to the civil rights officer, but without a formal complaint we could go no further. Every time I went to him and told him I knew what he was up to, he wanted to know who complained, and whined about how he had a constitutional right to face his accuser. He denied and denied, and begged me not to take away the only meaningful thing left in his life. After a couple of these incidents he seems to have understood he couldn't do this with students in his class, but decided it would be ok to stalk random students he saw in the halls. Two years after my term was up, he turned his attention to a graduate student, followed her to the cafeteria, invited himself to have lunch with her, offered to help her with recommendations, etc. She didn't like it but she felt she had to be polite to a professor. Then he wrote a little play and e-mailed it to her. There was immediately a second e-mail saying ""maybe you shouldn't open that other e-mail but just delete it."" Naturally she opened it. It was very explicit. She brought it to public safety, who called HR, and at last he was escorted out of the building and banned from campus. The grievance procedure dragged on for over a year with his old friends declaiming over and over the violation of his civil rights, but the firing was upheld at last.",Humanities,Other Type of School,Male,Chair/Dean/Head,Faculty,814
45,"I was meeting with a professor in my graduate program who acted as a mentor to me. It was my first semester or second in the program. I always sat on a couch in his office while he sat in his desk chair, but this time he got up to sit next to me on the couch. I was talking traveling to a nearby town, and he was explaining how to get there since I was new in town. He touched two spots on my thigh as a ""point A"" and ""point B"" to describe the route I should take.",Humanities,Other Type of School,Male,Graduate Student,Faculty,100
46,"I was on a graduate school interview and went to a social event with current graduate students in the program. We went out to dinner and then to a bar where one of the more senior graduate students told another female applicant and me that his evaluations of us, which he implied would be shared with the selection committee, would be higher if we kissed each other. I laughed it off uncomfortably, but he was not joking. This person was a clinical psychology graduate student. Blatant coercion and sexual harassment are completely antithetical to the code of ethics for clinical psychologists.", Social sciences,Research Institute,Male,Graduate Student,Graduate Student,101
47,"2016. A friend of mine who at the time was a PhD student endured harassment and outright destruction of her research (another grad assistant intentionally destroyed her research because it was occupying space he felt should be his, setting her research back by weeks), and another friend had her advisor quit her for objecting to the gendered, biased and outright bullying behavior of the department toward both of them. The department also refused to help either with placement. ",Natural sciences,Research Institute,Male,Graduate Student,Graduate Student,79
48,"My postdoc adviser married his PhD student. By the time he was supervising me, he had been divorced. I was constantly accused by colleagues and other in the department of having a relationship with him any time I went to his office or had to travel with him, since he was ""known to date the women he supervised."" My adviser never harassed me. Not once. Nor did he ever make any advances toward me. But, my professional reputation suffered the consequences of his sexual reputation. Dating PhD students when you are professor has long lasting consequences for a large sphere of women. ",Natural sciences,Research Institute,Other,Graduate Student,Staff,103
49,"During an on-campus interview for a tenure-track position, the department chair suggested we take a walk rather than meet in his office. As we walked, he put his arm around me and told me that he was sure I was wondering about the dating prospects in the small town in which the college was located. He went on to say that he had met both of his wives in the town. He left me with the clear impression that he considered me a possible choice for wife #3. ", Social sciences,Regional College,Male,Graduate Student,Chair/Dean/Head,89
50,"My colleague and roommate frequently made conversations sexual and found excuses to touch me. He admitted to having been sympathetic to red pill attitudes, having abused his girlfriend, and having wanted to physically attack a previous female roommate after a fight over laundry. I lived with him and one other roommate. Two nights after my third roommate moved out, we went to a dinner at some friends. When we returned he expressed interest in me. I turned him down but he proceeded to argue with me for two hours about my reasons for turning him down. I did think it was strange that the time he'd choose to make his interest known was when there was no one else in the department and I was drunk, but I chalked it up to bad decision-making. Two weeks later we were at a bar and he kept buying my shots because I was celebrating an academic success with our colleagues. When we got home he again propositioned me again and argued with me for more than an hour instead of accepting my answer. He also physically blocked me from leaving my seat during this until I begged to go to the bathroom. Once I got away I barricaded myself in my room, since my door didn't have a lock. Several nights later I awoke to seeing him standing outside of my door looking in at me. I confessed what happened to a female colleague and she told me he had hit on her when she first got to campus. I heard a similar story from a third female colleague. 

I felt these incidents were likely to continue and escalate and sought recourse from the faculty to prevent that from happening. I also thought I had an obligation as an employee of the institution to report sexual harassment, but apparently there is a loophole where you can decline to report sexual harassment directed towards yourself. I was unaware of this. A female colleague was supposed to replace me in the house and she was good friends with him, so I didn't think she would listen if I tried to warn her. I thought the best way to protect her, other female colleagues, and the undergraduates that he supervised as a teaching assistant was to report the situation to the Dean of my department. I was unaware I could have gone directly to Title IX without going to the faculty as an intermediary. ",Humanities,Research Institute,Male,Graduate Student,Graduate Student,410
51,"I overheard a male faculty member discussing the physical appearance (""fuckability"" in his terms) of female field school students; witnessed this faculty member leering at particular students and encouraging them to drink with him...rumors that he pursued multiple students (and slept with at least one).", Social sciences,Research Institute,Other,Graduate Student,Faculty,45
52,"My advising professor asked me to sleep with him, and when I said no, he quietly retreated from his adviser roll. I had no backup as he was the last of the discipline in the department. His behavior was well known: he had an open string of girlfriends drawn from the graduate pool over the years. He had one when he hit on me. Presumably she was wowed by trips to France and fine wine. But his contempt for women was obvious. By that time he was in his 60s.
I took my qualifying exams and left the institution to scratch out a study site on my own to complete my dissertation. I fought hard - without meaningful letters of recommendation - for a career in academia. Even still, 20 years later, I do not have a network of invested academics 'who raised me'. 
The response of the institution - a female chair at the time- was cliche. ""Oh that's just how he is and we can't legislate love"".  LOVE?? 
It easily set my career back 10 years, but I guess, after having read so many stories of women ""hounded out"" (excellent terms, btw), I should consider myself ""one of the lucky ones"".
At that time in the late 80s and early 90s, several women were harassed in the short time I was there. The climate at the time gave both senior and junior male profs approval for selecting partners from the grad pool with impunity. ", Social sciences,Research Institute,Male,Graduate Student,Graduate Student,246
53,"It was several events that escalated  over two semesters where a male student started out with making suggestive comments, asking me where I parked my car and if he could walk me. This eventually led to journal assignments being addressed to “my dear sweet journal” and went on from there. ", Social sciences,Research Institute,Male,Faculty,Undergraduate Student,52
54,"When working in the Writing Center as a graduate student, I often gave workshops and taught lessons.  Students were able to fill out surveys afterward explaining what they'd learned/what we could improve on.  One of the surveys came back explaining that I was ""dressed too inappropriately"" for the student to pay attention.  He was distracted.  I was wearing a pencil skirt and a T-shirt.  ",Humanities,Other Type of School,Other,Graduate Student,Graduate Student,70
55,"A professor in the department where I was teaching sexually assaulted the department's administrative assistant (pushing her against the wall and trying to force himself upon her). She got away and told the chair of the department (also a man) who asked her not to report the professor. She felt she couldn't report him after that, so it went unreported and the behavior was never addressed. She has continued to work in the office with that professor for more than five years since that happened.",Humanities,Research Institute,Male,Staff,Faculty,85
56,"(1) A professor invited a student over to her house after she asked for feedback on a presentation. He opened the door wearing his underwear and didn’t change the entire time she was there. (2) A fellow grad student anonymously sent naked photographs of a student in another department to her employers once she graduated and started her new job. Told them she had various STDs and couldn’t be trusted. He was her ex. (3) A fellow grad student stalked and harassed another grad student for 8 months, alternating between begging her to give him a chance and threatening her (or suicide) if she didn’t. She had to call the police on more than one occasion and eventually she left the town our school is in to finish her PhD. (4) Apparently, he did this to several other students as well - begged for sex and lashed out with various threats if they weren’t interested. (5) Another grad student was known to harass women; several of them filed a complaint in our department. ", Social sciences,Elite Institution,Male,Graduate Student,Graduate Student,174
57,"Female undergrad I know was emotionally manipulated into totally inappropriate conversations and situations by a (much older) professor who has made ""off"" comments to me in the past. Not sure how much things escalated.",Natural sciences,Research Institute,Male,Graduate Student,Faculty,34
58,"In my second year as a PhD student, a senior colleague got me alone at Friday night drinks, aggressively kissed me, then asked if I wanted to go and have sex with him in his office. At a similar occasion on a separate night, he dragged me into the men's toilet to try to kiss me. He's married with children. I thought he was interested in my research when we first spoke.",Humanities,Elite Institution,Male,Graduate Student,Faculty,72
59,"I attended a dinner hosted by one of my colleagues during a big conference in my field which that year happened to be in the town where I live. At the dinner, I sat next to one of my former dissertation committee members, whom I hadn't seen in several months. We were happy to see each other and talked animatedly about mutual friends and interests. One of the other attendees at the dinner, a male colleague at another university on the other side of the country, addressed me from across the table and asked if my former supervisor and I were ""an item"". This came utterly out of nowhere. I had not been formally introduced yet to this person. I was startled and humiliated. I immediately wondered if I had somehow been behaving inappropriately in conversing with pleasure and animation with my former supervisor, whose friendship I enjoy and value. The dinner conversation moved on, but the remark made everyone uncomfortable, and afterwards it cast a shadow for a little while over my friendship, making me hesitant to be friends with my former advisor. I have since joked about it with him, and the moment has passed, but when I remember it, I still feel embarrassed, self-conscious, and anxious about being misperceived. ",Humanities,Elite Institution,Male,Faculty,Faculty,213
60,"1. Accused of being a a whore by colleague, behind my back. Did not know until years later. Asked to file a report and was told not too. 2. Raped while conducting  fieldwork. I was told not to let it interfere with the research. Told not to write or speakabout it. Given no institutional support/advice. 3.advisor asked me to pose as his s girlfriend when we were traveling abroad. ", Social sciences,Elite Institution,Male,Graduate Student,Graduate Student,71
61,"In my first year I was openly told to remove myself from courses that I was struggling with after I asked the professor leading the class for additional resources to help me keep up. This type of commentary continued when I took another class in the spring with another professor (a good friend of the first). At the end of the spring semester, I confronted the latter about potentially needing an exam deferral due to my mother being diagnosed with cervical cancer. The second professor responded, ""Don't worry, she'll be okay. My Mom had breast cancer and she's boobless now. It'll all work out."" I found out days later that they had granted an exception to a male student to have the exam emailed to them as they would be out of the country the day it was scheduled. Days after the exam, I received an email from them wishing my Mother well without actually apologizing for what was said. After a year of repeatedly being told I wasn't good enough to stay in the course sequence , I abandoned working with those faculty and turned my work in a different direction. When reminiscing about this experience with a peer this Fall, they told me the faculty member for the second course had openly admitted that they didn't believe their female students were as smart as their male students. ", Social sciences,Elite Institution,Male,Graduate Student,Faculty,230
62,"Between 1997-200 this happened a lot with one particular fellow student,peer, and poet (who is now a prominent literary critic in Canada).  It began when he showed interest in helping me improve my writing.  Although married, he invited me out for coffee to discuss my writing and tell me how I could ""fix it"".  He did not look at my work beyond a line or two, but he flirted heavily with me and proceeded to explain to me what was wrong with women's poetry.  I have heard that he did this coffee invitation thing to a lot of women poets.",Humanities,Other Type of School,Male,Graduate Student,Undergraduate Student,104
63,"A professor I once had as an undergraduate, who had a reputation for soliciting sexual favors from students (and who was married to one of his former grad students) once asked me in a (mandatory) office hours meeting if I would help him teach a graduate seminar on Hannah Arendt the next semester. I said no. (I was wildly, wildly unqualified, as I'm sure was very obvious.) Nothing happened, but I felt as if I were being tested/groomed by being intellectually flattered. ",Humanities,Elite Institution,Male,Graduate Student,Faculty,83
64,"In 2004 at the AAG (large disciplinary conference) a professor (not sure of rank, but more than twice my age) cornered me at my poster to tell me his sexual fetishes. ", Social sciences,Multiple,Male,Graduate Student,Graduate Student,32
65,"I was TA for an undergraduate who wrote a very sexually explicit poem directed at me, ""a goddess in business attire,"" and attached it to his paper ""because he was a creative writing major and was so inspired by the visual analysis assignment."" The professor of the class dismissed it, saying ""You remember what it was like when you were 19...""  HR couldn't help me because ""they've never had an undergraduate to graduate harassment situation before and weren't sure if I was a student or an employee in this situation.""",Humanities,Research Institute,Male,Graduate Student,Graduate Student,91
66,"When I was a PhD student, my advisor put me in touch with a senior faculty member in another department who was doing research on a topic that overlapped with mine. We met for coffee and discussed our work. A few weeks later we ran into each other by chance on the street and had coffee again. After that, he called me several times and tried to convince me to come to New York with him for a weekend. I declined but he continued to call. I stopped picking up the phone. When my advisor asked me how our conversation had gone and I said that he seemed to be interested in a different kind of relationship, she laughed me off and expressed irritation that I didn't appreciate the opportunity she'd offered me. ",Humanities,Elite Institution,Male,Graduate Student,Graduate Student,134
67,"I've been for a few years now at an institution where this behavior is endemic and everyone turns a blind eye.  I was told from my very first month there by colleagues and students of multiple professors who routinely made sexual advances to students in class and out, a professor who'd raped a student, a professor who exposed himself to students, a professor who had sex with a student in his open office, on and on.  I witnessed some of this behavior myself.  I confided in my chair, an older woman, who told me ""Men have their needs"" and refused to believe me or use her social capital to intervene.  I asked everyone up the ladder for help.  No one would do anything.  The old boys' club protected its own and junior and female faculty never seemed to survive past a couple of years.   ",Humanities,Regional College,Other,Undergraduate Student,Graduate Student,153
68,"A week before my PhD comprehensive exams, a member of my committee wanted to meet to discuss what I assumed was my exams. We met at a 3rd party's house. Everyone was having wine, but she got drunk. She alternated between being sad and floating the idea of being suicidal to raging and being physically threatening. At one point, after going to the bathroom, she came back without her top off and being super sexually agressive. The next day she appologized, claimed to have no memory of what happened, but she stopped working with me, talked bad about me to senior scholars in the field, convinced another of my committee members to step down from my committee, and set-up the conditions by which I had little support in a department that was super toxic, so I ended up working with an advisor who was not sexually abusive but was toxic and volitile in other ways but was the only one in the department that believed me and was willing to sheild me from the first professor. I never reported it because the I didn't want to bring down the racialized violence of the University. She was a woman of color and I was white and it would be far too easy for the University to make the issue one of discrimination against a white student rather than a more complex and nuanced analysis of the power dynamic at play. ", Social sciences,Research Institute,Female,Graduate Student,Graduate Student,240
69,"A math professor failed me despite knowing that while in his course, I was recovering from sexual abuse and was, at the time, being stalked.  Every other professor I have ever had accommodated me and worked to establish a plan to complete my work.  He failed me.",Humanities,Research Institute,Male,Graduate Student,Faculty,49
70,"Jan 20, 2008 I was in a shared graduate student office late at night, I asked a fellow grad student if he would be staying late and, if so, if he could walk me to my bike otherwise I would leave early. He said he was planning to stay late and agreed to walk me to my bike. These are my notes from the incident: 

I finished reading a little after 10pm and as I started packing up * sparked up a conversation about his loneliness and his relationship status. He confessed that he was reading a self-help book about relationships because he felt really lonely and couldn’t figure out how to meet someone. He mentioned that in the book he was reading the author said that women immediately knew whether or not they would sleep with a man upon meeting him. He then proceeded to ask me about my relationships. He asked me if I had ever had a one night stand and I said no. He said he couldn’t believe it and said that he had slept with a lot of virgins—that these young women would pick him out, in a club, for example, and ask to sleep with him. I told him I found it odd and unbelievable. I can’t recall the exact details of the conversation at this point, but I do know that as he continued to ask me about my relationships and the role that sex played in my relationships.

At one point * suddenly asked me “Do you want to fuck?” 
I said “No, I would never sleep with you.” 
He said “Well, when I look at you I want to fuck you. When you look at me do you want to fuck me?”
I repeated myself, “No, I would never sleep with you.”
He acted shocked. 
He told me something along the lines of “I can fuck for hours.” 
He also told me that his room was nearby. 
I told him “You’re being really creepy ***,” because by this point the entire tone of the conversation had changed dramatically, and I was startled and afraid.  Although he denied that he was acting creepy, I repeated myself. I called his behavior creepy at least 4 times and he asked me to stop saying it. He said something like “That’s the kind of thing you say about criminals” (he might have said “…about a molester” I can’t remember exactly). He was visibly upset by my comment.

As I was sitting down printing, *** positioned himself standing behind me and asked me “What kind of panties are you wearing?” 
I told him to stop, and that he was really creeping me out. 

I was really afraid that I was alone with him and I would have to walk outside to get my bike and that he might hurt me. In an effort to direct the conversation, once again, toward his inappropriate behavior, I started a conversation about how he related to woman in the history department. I told him that I thought he had problems communicating with women and that other women in the department had mentioned as much. I told him that a couple of women had complained to me that he didn’t acknowledge them or say hello, and that in this instance, when he was actually talking to one of his female colleagues, his behavior had become inappropriate very quickly. He got defensive again and told me that he always tried to be very objective and that he wanted people to think of him as such, and that perhaps he was misunderstood. I told him that, on the contrary, he wasn’t objective at all; that he was one of the most dogmatic people I knew and that other people in the department might agree with me. At this point we were walking outside and I had already picked up my bike. He told me that the reason he didn’t acknowledge women or even say hello to them was because his aunt had told him that, as a man, any little thing you do—even looking at a woman the wrong way—might be misinterpreted as sexual harassment. 

I discovered that another female graduate student had also been sexually harassed by *** who had been assigned as her mentor in the department. We met with our mutual adviser and with the head of the department to report our experiences. ",Humanities,Research Institute,Male,Graduate Student,Graduate Student,731
71,"I was attending a research seminar at a research center. The leader of the seminar chased me around the archive, got in my physical space during the meetings, cornered me and generally physically bullied me under the guise of his sexual attraction. I felt hunted and scared and finally got sick to my stomach and couldn’t attend the sessions.",Humanities,Research Institute,Male,Graduate Student,Faculty,59
72,"We were in a remote location doing field work. I was the only female student. There was a woman prof and a woman postdoc, but english was their second languages so we didn't really speak much. Anyway, most of the group were male French scientists. When I arrived, the lead said to me, ""You are ---? I thought you would be a boy."" That same PI proceeded to make a lot of comments to be about how hard field work is for a woman, how hard it is for women to use the bathroom outside, etc. At our field site, before dinner but after our day of work, I went for a run. When I got back the others were eating so I joined them. The PI then said to me, ""You shouldn't be in running shorts around professors."" (One of the professors was also wearing shorts-- that prof actually came up and apologized to me because he was embarrassed about the PI's behavior). He made me change into pants. A few days later, I was with the woman postdoc and one of the other French scientists. We found an amazing sample and the French man said, ""Wow! This sample should be help by a woman in a calendar of naked women!"" I was shocked/offended that that was what he chose to say to describe the excitement of the find. These are just some examples of what that trip was like.",Natural sciences,Multiple,Other,Graduate Student,Faculty,241
73,"I was taking a summer course as an undergrad (summer 2000), and had found I liked to come to professors' office hours (how fitting that I ended up getting my PhD eventually)! I went to see my lit professor that summer in his office, to discuss a poem I didn't understand. He kept getting closer to me during the meeting, till he was sitting next to me on the sofa in his office, with his hand on my leg, then up my skirt. I was very naive, but also realized he shouldn't be touching me. I told him I was late for another appointment and bolted. ",Humanities,Research Institute,Male,Graduate Student,Faculty,107
74,"This prominent history professor had started to take me under his wing and we would meet frequently to talk about my research ideas. There was a barely noticeable sexual vibe during our meetings, so I just brushed it off. I was just starting my PhD program and getting the support from this man meant a whole lot. One time we met to discuss my summer research plans and I told him I needed to get funding. He proceeded to ask how much money I needed and offered to pay for it. I was completely shocked and confused, not knowing how to respond. A red flag went off in the back of my mind because I felt that accepting his personal money would move the relationship in a more personal direction. I quickly thanked him but said that there was no need because I was applying for department funding. Something told me to stay away from this man and I eventually changed my research topic (not necessarily directly related to this). I always felt weird about this incident and there was no one I could process it with. Was I just really lucky? Should I have taken the money? Was he just that vested in my research? Would his wife (also a prominent professor on campus) know about this? Would it be a gift coming from both of them? I haven't processed this with any of my grad program friends because they all work with this man and they all see him as an academic father figure. Its a small weird episode, but I share it because this man is a powerful force at my institution and this is the only place where I feel safe sharing it. ",Humanities,Elite Institution,Male,Graduate Student,Faculty,288
75,"When I was a Junior in undergrad (2006), I was in a physics writing class with about 10+ male classmates and one other female classmate.  The professor wanted to make a point about electrons not being able to occupy the same state and invited me to come sit on his knees in front of the whole class (which is obviously very unnecessary for making said point).  I looked like a deer caught in the headlights and he insisted again, saying he ""wouldn't bite"" or some such nonsense.  I proceeded over to him and sat at the very edge of his knees, mortified, as all of my classmates watched him bounce me on his knees.  I told my father about the incident and he suggested I not report it because it would ""create more trouble than it's worth"".  ",Natural sciences,Research Institute,Male,Graduate Student,Faculty,143
76,"Friendliness mistaken for romantic interest by older male senior colleague with whom I was collaborating.  He was respectful of my saying no; however our collaboration fell apart.

Keynote speaker seeks me out after his talk.  Wants to take me for a drink. Comments on my ass.

Senior colleague asked me to get the water for the panel I was speaking on. I was the only woman on the panel.",Applied science,Research Institute,Male,Undergraduate Student,Graduate Student,69
77,"I was in my second semester of a 4 semester program (2 academic yrs) in an engineering lab run by the lecture instructor. I was holding a heavy piece of laboratory equipment with both hands when the lecture instructor walked over to me and poked me in the stomach and asked if I was ticklish. I asked, ""Excuse me?"" and he repeated the action and the question. Another female classmate stood by watching with her mouth open stunned into speechlessness and asked if I was okay after. I had classes and labs led by this instructor all four semesters of that program before I transferred to another institution to finish my Bachelor of Science in Engineering.",Applied science,Other Type of School,Male,Undergraduate Student,Faculty,116
78,"First term of my undergrad degree, I signed up for an extra-curricular project run by a senior lecturer in my department. In the first session, I noticed he was looking down my top during the whole time he was presenting but brushed it off. 
However, within a couple of months of being on the project, he would try and greet me physically after a few months of working together by hugging me and kissing me on the cheeks, which I tried to avoid but often couldn't. Another time, I ran into him at the train station, where he complimented me on my physical appearance (I was dressed up) and proceeded to sit down next to me on the bench and get as close as he possibly could, while talking as in my face as possibleWhen he emailed me about the project we were working on, he detailed his physical exercise routine and that he had been swimming daily over the summer, as if I was interested? And whether I had had an exciting summer?' . I lessened my involvement in the project so I would avoid being around him - even on campus, he would make a beeline for me, often ignoring my female friend who also worked on the project, so it made it even more obvious he had a thing for me. 

",Humanities,Other Type of School,Male,Graduate Student,Graduate Student,225
79,"I was on an annual geology 'field camp' related to my major.  My class (10 men, 3 women) traveled through Colorado working in different areas of geologic interest - like a 6 week hands on lab.  I consistently received bad scores on my weekly labs, insulting comments from one particular professor. One included ""did you even do this work?"" on a very extensive lab (yes, i had). Turns out that the professor expected at least one of the women in field camp each year to sleep with him for the duration (6 weeks) of the course.  It just didn't happen to be me, so i guess i warranted a bad final grade from him. Lucky for me the other professors gave me great scores, in hindsight I'm sure this was a regular occurrence for this course so they passed me in their sections. I DID graduate. ",Applied science,Elite Institution,Male,Graduate Student,Graduate Student,150
