,event,cleandiscipline_new,itype,gendersquash,cleantarget_new,perpetrator_new,story_word_count
51,"I was introduced to a man through an ex-professor at my university [He had quit and was no longer a professor when this happened]. We informally knew each other. I was asked by the ex-professor to introduce his friend to women in my university who his friend could potentially fuck, and I was also asked to send his friend photos of attractive women students in my campus. This made me very uncomfortable. The ex professor's friend called me 10+ times a day asking me to introduce him to girls in my university but I told both of them that no girl is interested (I did not ask any women). The ex-prof then told me that his friend thinks ""I am the hottest"", and soon the friend started asking me to sleep with him, started soliciting me for sex. I blocked off the friend and very soon the ex-professor and I stopped communicating. I have a friend from a different university who has had a similar experience with this professor- he tried to do the same thing with her. I wish I had the courage to say No from the start. I relented because the ex professor was very pushy and I did not want to jeopardise my relationship with him as he was a well known academic whose recommendation got people a place in Ivy Leagues. ",Humanities,Regional College,Male,Undergraduate Student,Faculty,227
52,"I had just submitted my PhD. supervisor was off sick, and so i got statistical help from another staff member. After i submitted myself and a few friends decided to celebrate. This staff member's (SG) office was next to mine, so when i saw him i invited him along. He came. When we were there he wanted to sit inbetween me and my friend. We were both hesitant about this because it meant we were all sitting very close together but felt we could not say No to this.

At the end of the evening our male friend suddenly dashes off and everyone else leaves, leaving us girls alone with SG. She asks me to walk her back to her campus room because SG had been stroking her back and feeling her bra strap. I walked my friend back. When i went to go home SG propositioned me for a physical relationship for 45 minutes, and he wanted to walk me back home.

My friend made an anoymous complaint about him, but i think he thinks i did it. My friend later co-authored a paper with him, whilst i cut all ties with him.

Everyone knows he is the creepy guy, but he never gets sacked. He is Black, and he uses his race as a protector (by calling people racist if they challenge him).", Social sciences,Research Institute,Other,Graduate Student,Graduate Student,222
53,"I took a temporary research technician position in a cell biology lab in 2012, fresh out of college. Shortly after being hired, the PI began sexualizing me; looking down my shirt when talking to me, not taking me seriously as a scientist, very obviously 'checking me out.' The senior-most research assistant told me that the boss had deliberately scheduled my interview for a day when the research asst wasn't there, as research asst had been warning off people (especially young women) from taking this job. I was then informed that he had a history of harassing undergrads and similar aged employees and was regaled with stories of his highly inappropriate behavior, including why they no longer had evening lab outings due to his inappropriateness. The boss continued to act inappropriately towards me as well as being abusive towards myself and other lab members so I avoided him as much as possible. His approach to science and grant-based research was also suspect at best. During a lunch time holiday outing, he played with my hair and told me I looked like a Disney princess. I was extremely concerned with looking like a 'job hopper' but finally left after 9 months and on my last day, he was nowhere to be found. I left with the research asst and then boss called research asst and proceeded to rant about ""how much he had done for that bitch, how dare she just leave without saying goodbye, etc."" while I was in the car. I know there were at least 3-4 other undergrads/techs that he had been inappropriate with and most of the senior most members of the lab were aware of how he was, as well as whoever was on his tenure committee. It was an open secret to a large degree and there was a 'whisper network' for new graduate students to not join his lab, but this didn't help technicians like myself who were underpaid and generally couldn't just transfer labs. ",Natural sciences,Research Institute,Male,Faculty,Faculty,331
54,"A person with whom I was doing a problem set tried to force himself on me sexually, even though I tried to politely say no. Ultimately, I had to stop being polite about it. He then started following me after class and tried to apologize by saying 'in my country, no doesn't always mean no.' (He was from Argentina.)",Formal sciences,Research Institute,Male,Graduate Student,Graduate Student,59
55,"I was propositioned by my graduate advisor than harassed repeatedly by him when I turned him down, including threats to my career. He also accused me of being a narcissist who couldn't feel feelings because I did not reciprocate his love and/or accept his apology. The department basically did nothing.",Humanities,Elite Institution,Male,Graduate Student,Graduate Student,50
56,"My advisor constantly tried to sleep with me, and he constantly told me he loved me. I never slept with him, and I never said I loved him. He got made at me every time I refused to do those things. He interpreted my rejection of his affection as an indication that I was not a good student and was not passionate about the research that we did together. ",Natural sciences,Elite Institution,Male,Graduate Student,Faculty,70
57,"I was manipulated by a predatory reader/adviser for my dissertation into a sexual relationship.  My primary adviser, and hence first reader, was on family leave, so this second reader became the person I was dependent upon for guidance, mentorship, and affirmation of my work.  (also, my marriage was going downhill at the time, so I was pretty vulnerable)  This second reader invited me out for drinks on a weekly basis, began to ""dis"" my primary adviser and my third reader, and shared with me his marital problems and frustrations.  I was flattered that he thought ""highly"" enough of me to share these confidences and to be so honest with me - and as a clergy person, I was easily drawn in to his need to disclose and share his ""troubles.""  This ultimately led to a sexual relationship while at a conference in England - after my dissertation was turned in, but before my defense.  He could have waited to screw me until after the defense - the fact that he didn't demonstrates the power play involved.  I wound up utterly ""smitten"" (think Monica Lewinsky, here) and also became physically ill - developing ulcerative colitis.  ",Humanities,Other Type of School,Male,Graduate Student,Faculty,203
58,"During my first month of graduate school, there was a problem with the video equipment in the classroom where I TA'd. The main instructor asked me to see if I could catch the professor who had been teaching in the classroom before if he knew how to figure out what was going on. I had never really talked to him before. When I caught up to him, he started ogling my breasts, but offered to help. The video equipment for the classroom was in a closet without any windows and a door that could only be opened with faculty key card access. He brought me into that closet (while class continued outside the door) where I quickly figured out how to use the DVD player. Then he closed the door behind us and started massaging my shoulders as he asked me personal questions and said that he looked forward to getting to know me better. I got away by mentioning that the main instructor for the class was expecting me to start the video and would probably come in herself any moment. He was our associate chair at the time and, as such, as in charge of TA assignments for the next semester. He made me his TA and referred to the three young women working under him as ""his ladies"" for the entirety of the semester. I avoided him the best I could (possibly to the detriment of my reputation in the department--being non-responsive to your immediate supervisor is certainly frowned upon) and thankfully the situation didn't escalate any further.", Social sciences,Research Institute,Male,Graduate Student,Graduate Student,261
59,"I was an 18-year-old high school senior, at a prestigious R1 for a campus interview weekend for a merit-based full-ride scholarship to said institution. During a dinner on a boat cruise, which I believe involved alcohol for the faculty conducting these interviews, a senior member of the committee, who was also a dean of the college of letters and sciences, laced his finger through the belt loop of my jeans to pull me closer to him and draw me into conversation about my potential future at the institution. This occurred in front of other students, but it is likely that no one else really noticed. I physically recoiled, stepped back and maintained my physical distance from this man for the rest of the weekend. I did not receive the full-ride scholarship, but I did receive a lesser scholarship. In the intervening years, I have always wondered if the real reason was I did not seem ""amenable"" enough to this powerful man.",Humanities,Elite Institution,Male,Graduate Student,Undergraduate Student,161
60,"1989. The professor, who was directing my senior thesis, called me into his office and told me stories of his friends sexual exploits, told me I was “pure” and “sensitive,” showed up at my apartment with a case of beer, reminded me that he was grading my senior thesis, workshopped my story when I wasn’t present in workshop, told me that when he arrived he received a “list” of students to pay attention to and that I was on this list, had a poster for Playboy’s fiction contest on his door and pointed to it suggestively and said, “You should submit.” A lot of other flirtatious passive-aggressive stuff happened that I no longer remember. He was very confident in his “mentoring” of me.",Humanities,Research Institute,Male,Graduate Student,Faculty,123
61,"The second time I was sexually harassed was when I was a graduate student and peer grad student stalked me and harangued me in an attempt to get me to date him.  When I rebuffed his advances, he tried to undercut my status with professors organizing the teaching assignments for graduate TAs.",Natural sciences,Research Institute,Male,Graduate Student,Graduate Student,53
62,"As an adjust faculty member about to defend her dissertation (at a different institution), I was told by a full professor in front of the department chair to stick my chest out in order to help sell more books at my then-partner's book signing. Everyone laughed and I was mortified. That same professor argued in a faculty meeting that I should not be given full-time work simply because of ""who I'm sleeping with"" (referring to my fiancé at the time with whom I shared a home and who was in the department). I filed with HR and received an email from this professor threatening my job because he had heard that I was suing him. I was not, simply trying to stop the harassment and denigration via appropriate HR channels. This faculty also laughed when I indicated that I was going to publish my monograph, which I did the following year. I was eventually not rehired in the department because of mounting tensions. ",Humanities,Other Type of School,Male,Faculty,Faculty,164
63,"I was harassed and cyberstalked by a Professor who became fixated on me. My career was in its fledgling stages and he would google me to find my work on the internet and come to my office to ask deeply personal questions about it. He began emailing me and frequently messaging me using an internal messaging app, which he set to ""private"" so the messages were not recorded. Often he say things such as ""I need to talk to you. Can you come to my office?"" which I would ignore, prompting him to turn up at my office which I shared with my supervisor (female) who was bullying me. At a Christmas party he had some drinks and approached me, saying that he knew I was uncomfortable with his fascination with me, but that he was married and it ""wasn't sexual"". He took a photo of me at the party that night and told me sent it to a friend of his to ""show"" him the kind of young women he worked with. After the party, the harassment escalated, with emails, messages, phone calls and (when these were ignored) aggressive visits to my office.  ",Applied science,Elite Institution,Other,Staff,Faculty,196
64,"An assistant professor hired by my department in 2007 very quickly made a name for himself by hitting on many young women -- graduate students and undergraduates.  He made me and several of my classmates very uncomfortable by asking us out repeatedly, even after he was told to back off.  He was even more lecherous around undergraduates, eventually ""dating"" several.  ",Applied science,Research Institute,Male,Graduate Student,Faculty,64
65,"After having to take 2 years of unpaid maternity leave to care for twins, as a single parent, I returned to my TT job as assistant prof.  My then female chair singled me out for abuse and retaliation; refusing to provide deadline extensions when my childcare fell through, giving me terrible scores on my annual reviews; forcing me to march up and down the hallway and apologize to colleague's I'd ""offended"" in sending a mistake email.  When I confronted her about my low annual review scores, she then referred to my pregnancy and maternity leave (all unpaid!) as a ""hiatus"" and made sure I knew that ""things were different now.""",Humanities,Research Institute,Female,Faculty,Chair/Dean/Head,112
66,"During my first year of graduate school, I was getting drinks with all the other first year graduate students at the student union. I was wearing a skirt and sitting around the table with everyone else, when one of the other graduate students put his hand on my leg. I move my leg away from him and moments later he put his hand on my leg again and quickly moved his hand up towards my crotch. I quickly jumped up and moved away from him. When I told others, they shrugged it off. From that day forth, I refused to be alone with him and changed plans to avoid being near him. That was the most direct situation. Not to mention the number of times I had to hear my fellow TAs and graduate students talk crudely about women or tell sexist jokes.",Natural sciences,Research Institute,Male,Graduate Student,Graduate Student,143
67,"At an end of the year party for my broadcast journalism class, my professor who was in his 60s got drunk (the party was the prof and his wife, who co-taugh the class and 20 undergrads) and started to talk about my boobs and my cleveage in front of everybody. This was in Utah, which is a conservative state, I’m not Mormon  and comments on my cleveage happened more than once. At one point a student who was directing our broadcast for the day, directed the camera guy to focus on my boobs while we were all listening on the internal radio (faculty included) ",Humanities,Research Institute,Male,Graduate Student,Faculty,106
68,"Response 2 of 2: At a party (one of the many many parties) at the house of the Professor mentioned in my first comment, there was a very famous white cis-male poet who was visiting from another top UK institution. 
By the end of the night I was incredibly drunk.  Everyone else had left but I was still there as I was staying with the Professor (who I was having sex with). I remember standing in the kitchen talking to the""famous poet,"" a 71 year old man (who does not drink - although of course his being drunk would not have made this OK). 71. I was 22. I then remember him putting his tongue down my throat. I sort of stood there in horror as it happened for a while, then told him I had to use the bathroom and ran upstairs. I told the Professor (who was asleep/passed out in bed) - I don't know if he heard me. I did not tell any of the people involved in that circle because I was embarrassed that it had happened to me (I had a much less informed idea about consent back then, and certainly didn't consider it to be something that one would report. Again, this speaks to the general culture in academia. ",Humanities,Research Institute,Male,Graduate Student,Faculty,217
69,"During the visit weekend for accepted students, I met a tenured faculty member who, upon learning of my research interests, mentioned a dataset he had that I could use for a project. This was my first interaction with him, and it seemed ultimately quite positive. 

Later that evening was a dinner at this professor's home for current and admitted graduate students and faculty. At one point he came up to me in the kitchen and began asking me if I had read a recently published magazine article about how women were entering into casual sexual relationships so they could focus on their careers. This had absolutely nothing to do with my research interests or our previous conversations, and my gut instincts told me he was trying to hit on me or test some kind of boundary. I felt panicked and didn't know how to respond, especially since he had offered that research opportunity to me earlier. As a defense mechanism, I tried to exit the conversation as quickly as possible and tried to hide how upset I felt.

A female junior faculty member was close by and, I believe, heard the entire thing, but did not step in at all. I clearly remember her giving me a look as though I was the one who encouraged it, and she didn't follow-up with me or anything. I left the room as soon as I could and immediately told a few other admitted students, who shared my alarm. I never told anyone in the department because I didn't know any faculty well enough to bring it up, and I also was worried it would make me look bad or ruin potential professional connections.

I ultimately decided not to go to that program because of this encounter, even though this was the highest ranked program I got into. I later found out from other women that they had similar encounters with this particular faculty member.", Social sciences,Research Institute,Male,Graduate Student,Faculty,320
