,event,cleandiscipline_new,itype,gendersquash,cleantarget_new,perpetrator_new,story_word_count
50,"This is just the worst of several harassers during that degree: From 1999 to 2002 a classmate slowly morphed into a cyber-stalker. Some of the lowlights included: 1) discovering that he had programmed a tracking app that checked every 5 minutes whether I was logged in, and in what room, which explained why he always seemed to show up wanting attention as soon as I arrived at work, 2) the time he insisted that I really meant yes even though I was repeatedly shouting no, because some guy had once told him that erect nipples indicate arousal (it was a hot Saturday afternoon, and I'd briefly gone into the air-conditioned office to grab something, while wearing a tank top), so he wouldn't stop hugging me, 3) the other time he wouldn't stop hugging me and I had to pour my drink down his back to get him to back off, 4) the time he physically blocked me from leaving his apartment, insisting I had to sleep there, then after I tricked him into complacency by pretending to give in, and made a run for the door, he threatened to throw himself over the banister of the very steep staircase if I didn't stop (I did finally convince him to let me leave), and finally, 5) after I cut off all contact, stopped answering my office phone, and told others in my lab not to let him in, he hacked into my email so that he received a copy of all of my incoming mail for 2 months, then unsatisfied with only getting incoming mail not outgoing mail, tried to hack further into the system and finally got caught by the sys admins.",Formal sciences,Research Institute,Male,Graduate Student,Graduate Student,282
51,"2008-2009: In my first year of grad school, I had a group of friends who were several years ahead of me in the program whom I referred to as my ""shadow committee""; they gave me feedback on work, advice on coursework/the department/dealing with my real advisors, and so on. I cherished them as friends and mentors. The ""chair"" of my shadow committee was a man who is about 20 years my senior and was 4 or 5 years ahead of me in the program.  He was a self-described feminist who was well known for his somewhat radical sexual ethics.
In the summer of my first year, both my ""shadow chair"" and I were going to be in Europe. We made a plan to meet up and spend several days being tourists together. The night before he flew over (my flight was a few days later) he confessed that he was deeply attracted to me and wanted to pursue a sexual relationship. I was stunned and said ,""thank you for telling me."" The next time I saw him was in Europe. I felt scared and uncertain; like I could either lose him as a friend and mentor or, somehow, part of me.  One night when we were there he started kissing me and asked if we could do certain other sexual acts. I said no. He didn't listen.
",Humanities,Elite Institution,Male,Graduate Student,Graduate Student,228
52,"There are too many microaggressions to even list- constant sizing up by male colleagues, comments on my clothing, weight, etc. Two representative incidents:
A male undergrad became fixated with me when I was a TA. He would follow me to my office after class, tell me about his personal problems, anf finally, he begain following me on the train. I told the professor of the course and he said, the semester is almost over, it will blow over- asked that i didn't make a big deal and advised that a complaint would be seen negatively in the department. 
Another incident occured when I was a brand new asst. professor and I returned to my grad institution for a visit. When I saw a former professor he said. ""Now that you are employed and don't need references I can finally try to fuck you."" I was so uncomfortable I  laughed it off saying ""Good Luck!""  He kept emailing and showed up in the audience at two talks I gave that were unrelated to his field. I have stopped going to national conferences out of fear f seeing him. I know many women that do not attend the AHA conference in order to avoid creeps.",Humanities,Research Institute,Male,Graduate Student,Undergraduate Student,204
53,"about 6 months ago, a cis-man who was my mentor in my undergraduate degree explicitly hit on me via Facebook messenger. I'm now a Ph.D. student at the school he attended. We share similar speech/debate/academic circles. He was my mentor -- he wrote me a glowing letter of recommendation to two of my universities. He's married and I have discouraged him from these types of highly charged messages. I have sought to redirect his amorous attention back to his marriage. I would like to preserve this mentorship/friendship, and have tried to be empathetic to circumstances which might be leading him to seek out sexual fulfillment in me. However, this has really damaged my view of him and has negatively impacted me. I've started to wonder if I he wrote my letters of recommendation because he was sexually attracted to me and does this mean I'm not fit for academic work? 

Another incident mirrored this when I was a student on a competitive speech team at the same age when I was my mentor's student. I received explicit messages from my married coach about how ""sexy"" and ""pretty"" and ""hot"" I was. ""What would you think of me doing X to your body"". The speech season had just ended and I was graduating -- I think he thought he was in the clear because he wasn't my coach anymore?", Social sciences,Multiple,Male,Graduate Student,Undergraduate Student,228
54,"(1) A professor invited a student over to her house after she asked for feedback on a presentation. He opened the door wearing his underwear and didn’t change the entire time she was there. (2) A fellow grad student anonymously sent naked photographs of a student in another department to her employers once she graduated and started her new job. Told them she had various STDs and couldn’t be trusted. He was her ex. (3) A fellow grad student stalked and harassed another grad student for 8 months, alternating between begging her to give him a chance and threatening her (or suicide) if she didn’t. She had to call the police on more than one occasion and eventually she left the town our school is in to finish her PhD. (4) Apparently, he did this to several other students as well - begged for sex and lashed out with various threats if they weren’t interested. (5) Another grad student was known to harass women; several of them filed a complaint in our department. ", Social sciences,Elite Institution,Male,Graduate Student,Graduate Student,174
55,"A professor made continual sexist and homophobic comments to masters & doctoral students throughout the semester. He noted that he has “a hard time” seeing two men kiss because it’s “like pouring ketchup on cereal. It doesn’t belong.”  Made a number of other comments about gender, people who get “sex changes,” and noted that serial killers who target prostituted women are brilliant because “no one cares about prostitutes.” He also said he would rather go to a concentration camp than watch Bravo television with his wife. There were other comments, too. This is just a glympse. ", Social sciences,Research Institute,Male,Graduate Student,Faculty,98
56,"I was in my second year of my PhD program and I was raped by the postdoc in my lab. We were off-campus at the time of the incident. I became pregnant as a result, and terminated the pregnancy. When the postdoc learned this he attempted to physically assault me at a lab get-together, but was prevented from doing so when two lab technicians physically restrained him so that I could leave. The postdoc began stalking me - waiting outside my apartment, hacking into my email, and sabotaging my lab work.",Applied science,Research Institute,Other,Graduate Student,Graduate Student,91
57,"This was during the 2012-2013 school year. A fellow graduate student tried to change his clothes in our shared office.  When I protested, he told me that if there weren't women in the program, this wouldn't be a problem. I was also asked to apologize to the male graduate student for worrying him. Other similar instances happened to the other female grad students.  For instance, one female grad student was told that her mug was used as a receptacle for the other grad students' cum. When I complained to faculty members about the way we were treated in the department, they said they would do something to make the situation better.  Somehow, one of the grad students I complained about found out.  He complained about me working in the department office, and I (as well as the other female office employee) was fired in retaliation as a result.  When I tried to find out why I was not allowed to work in the office, I was told by the chair of my department that it was a mistake, and that he would come up with a solution within the week and let me know.  He also asked me to think like I was not myself in order to help him come up with a solution to the situation.  I never heard back from him until I indicated that I had been upset with the way the situation was handled.  Throughout the month between our talks, I was repeatedly questioned by faculty, staff, and graduate students about why I was not working in the office, and I didn’t know what to tell them. ",Humanities,Research Institute,Male,Graduate Student,Graduate Student,281
58,"I was in grad school in the early 80s when these things happened. I was one of the few women in my cohort, so I was often one of the only women in small seminars. One of my professors would regularly comment on my appearance as our meeting started -- things like, ""We are going to have a lot of trouble concentrating on our discussion today with Miss X's legs distracting us."" In that particular case, I was wearing grubby hiking shorts -- they weren't remotely provocative, and even if they were...
Another professor was a notorious womanizer -- I was warned by the female grad students ahead of me that most of them had slept with him because he was influential in the field and that if you wanted a career, it was part of paying your dues. Just a couple of weeks into starting the program, I went to his office hours because I was having some trouble with one of the readings -- he told me to shut the door, then he pulled a bottle of liquor out of his file cabinet and invited me to have a drink and discuss with him the ""sex appeal of ideas."" That kind of creeped me out. The following year I was in a small seminar with him -- five women, and one of them really having trouble because she wasn't very good in the foreign language of the readings. But she was sleeping with him at the time, and it was ridiculous in the discussions how he would favor her and dismiss the rest of us. But he ended up ditching his wife and marrying her -- and she was only a couple of years older than his son.
The bisexual wife of one of my profs regularly hit on me at department parties. One of her girlfriends used to hit on me too.
Another of my profs was having an affair with a grad student. She got pregnant. Her father was a grey eminence in the field at another institution, so he told the prof (who was on the tenure track, but not tenured yet) that if he didn't divorce his wife and marry his daughter, he would make sure he was blackballed. (I had heard the rumors but had them confirmed by the sister of the woman who got pregnant; that is, another daughter of the influential professor who I got to know at a summer program at another institution.)",Humanities,Elite Institution,Other,Graduate Student,Faculty,410
59,"Upon leaving the post room together, my senior colleagues, who was behind me, made a noise so I (male) looked over my shoulder. She looked me up and down and then focused on my butt while making approving (vaguely erotic?) noises and the accompanying facial expression. I let out an embarrassed giggle and left swiftly.",Humanities,Other Type of School,Female,Graduate Student,Graduate Student,55
60,"After completing the oral defense of my master's thesis, one of my three committee members failed to send me his correction notes, which I needed in order to submit a final copy for printing--a requirement for completion of my master's degree. This was in 1990, so no email or cell phones--everything was done via landline and snail mail. 
I left town, got married and started a new job, and would periodically call and leave messages for the professor--or sometimes reach him, upon which he'd promise to get the notes to me (but then wouldn't). The university actually allowed me to ""walk"" at graduation but my degree wasn't officially awarded. This went on for about a year.
Finally, during one phone call, my professor said that he'd be attending a conference in a city about an hour from where I lived, and that I should meet him there at the hotel, where he'd ""go over the notes with me."" From the tone of his voice, it was clear that he intended much more than a platonic discussion, and it was of course completely unnecessary for me to be in his presence to get his notes. 
Instead, I called my thesis chair and told him what the professor had suggested. I also pointed out how long I'd been waiting. After a moment of silence, he said (sounding disgusted), ""Just turn it in as is. I'll approve it."" I was so relieved, and so grateful that he was backing me. ", Social sciences,Regional College,Male,Graduate Student,Faculty,247
61,"As an one of five female undergrads working at a remote field camp one summer, I dealt with a bunch of behavior from one of the two senior (male) PIs that made me very uncomfortable. The PI in question encouraged heavy drinking among all at the camp, and would give the women in the camp shoulder rubs, unsolicited hugs, etc. He was very charismatic, so at the time it was possible to laugh it all off, but it never felt quite right. There were about 15 of us in total at the camp, and we slept in one big bunk room. I can remember him sometimes coming into the bunk room late, leaning over my bunk (when I seemed to be asleep), and giving me a ‘goodnight kiss’. Blech. He also regularly made inappropriate, misogynistic statements  (“I don’t know why women have children - their asses never look the same again”). This was my first field job as an ecology student. The other senior PI (also male) turned a blind eye to this behaviour (he was very “focused on his science”). The grad students/other research associates at the camp went along with the atmosphere created by the first PI, no doubt because they were also walking a fine line between being in his good vs. bad books.",Natural sciences,Research Institute,Male,Graduate Student,Graduate Student,218
62,"Physics prof leered all quarter. Called me after final to say I had cheated. That my answers matched those of an old exam. He said I needed to retake exam on a Saturday (when campus empty). My bf walked me into bldg. Prof mortified. He refused to show me exam I took and one it ""copied."" I retook the exact same exam as 1st time, got same grade (C+). Sense is he was setting me up.",Humanities,Regional College,Male,Graduate Student,Faculty,76
63,"The first time I met with my new colleagues, the tenured professor who would be a part of the committee to interview me for tenure, said when meeting me ""wow, you are really pretty"", then in same conversation said to me, ""don't worry you will get tenure, you are very pretty, you have nothing to worry about.""",Humanities,Other Type of School,Male,Faculty,Chair/Dean/Head,57
64,"I was in the pre-architecture after degree program at the University of Manitoba preparing for the masters of architecture. When I began it was the 1970s and I was the only woman, with the exception of one other who was just finishing her dissertation. Near the end of the year, one of the engineering profs approached me and said that he would pass me if I didn’t return the following year. I didn’t ask him if I had a failing grade on the final and he didn’t mention what my marks were in his course. I said nothing in response. What do you say to that? I didn’t return the following year because he had somehow convinced me that the degree was beyond me when I should have known that I was targeted for being a woman in a principally male field. I also should have known that if I had made it into the program that it was very likely I would succeed. ",Applied science,Elite Institution,Male,Graduate Student,Faculty,165
65,"In a literature class, an older male professor asked women during class whether they’d ever been sexually harassed in academia. Most of us were uncomfortable and unsure how to answer. He kept asking the question, insisting that he did not think sexual harassment occured at our university. Some of us finally answered that we had witnessed, heard about, or experienced sexual harassment on campus (professors making comments about women’s bodies and appearances, unwanted touching, etc.), but kept it general because of the classroom setting we were in. One of my colleagues in class had experienced harassment, making this conversation very awkward and personal. All of the men were staring at the women with disbelief, waiting for us to share personal details of trauma. After we shared vague and anonymous accounta, the professor looked incredulous and proceeded to question whether our experiences had really occurred. I think he was genuinely in disbelief, but somehow didn’t realize that he was contributing to the problem. This professor also routinely made comments in class about undergraduate students’ bodies and clothing. 

Another “celebrity” literature professor told students in class that women tend to be smart or pretty, and rarely both. He treated women who dressed in more feminine clothing much differently in class than other women. He would rush to assist them with simple tasks and comment on how nice they looked. ",Humanities,Research Institute,Other,Graduate Student,Faculty,228
66,"I have witnessed the chair of my department bully and harass many of my colleagues and me for years. He tried to use a non-existent “maternity leave” to load me down with extra work the year after I had my child, he is aggressive and dominating over email, and threatens his employees (some of whom are tenured faculty) with termination should they not behave the way he wants them to. He has said sexist, racist things in faculty meetings and in emails. ",Humanities,Research Institute,Male,Faculty,Chair/Dean/Head,83
67,"Fall 2013.  At a major intl conference, I (a first year TT Asst Prof) and a first-year graduate student (this was her *first* conference) were unexpectedly invited to go to a casual dinner with the luminaries (all male) of this subfield.  One asked me about my research and barely let me get in a sentence before moving closer and telling me that ""if we spent a little bit more time together,"" he could make sure that my book was published.  He put his arm around my shoulder and I shrugged it off and said, ""I don't know about that.""  After the dinner, another scholar asked me and the grad student to come back to his room for a bottle of wine.  I knew this was a bad idea and tried to indicate it to the grad student, but she was already intoxicated and wanted to go, so I was worried for her and said we'd come for one drink.  Unsurprisingly, he wanted us to sit on the bed and literally rubbed the spot next to him and asked questions like, ""how far do you want to go in this field?""  He continued to try to push alcohol on the grad student, telling her ""we could all have more fun.""  She was *very* drunk.  He asked us if we wanted to dance.  She was drunk enough that I was able to essentially drag her to her room after awhile and he was getting angry: ""we didn't even finish this bottle of wine.  I could've invited other people to come up here and talk about our research, but now it's too late.""  The next day at the conference, he would not look in our directions and refused to call on me for a question on a panel, even once I was the only one left.  He asked the conference bus back to the hotel to leave without us.  I haven't seen him since.",Humanities,Multiple,Male,Graduate Student,others,335
68,"White guy at major conference in my field approached me saying he appreciated the comment I made at a session. He asked me for coffee to continue the conversation. After talking about our research, he asked me if I was multiracial because he thinks multiracial women are hot. He then proceeded to tell me about his exploits with African women in his fieldsite. I promptly ended the conversation and left. I was a graduate student at the time (2nd or 3rd year) and it was my first time attending this conference.", Social sciences,Multiple,Male,Graduate Student,Graduate Student,91
69,"Upon commencing work I became aware that a married colleague in his 60s was openly dating a 20-something Masters student from the department - apparently the latest in a long line of affairs with graduate and undergraduate students, who were gifted with extra resources such as money for conference trips, opportunities to co-write papers and (it was rumoured) great marks. I was shocked by how accepting everyone seemed of this. I spoke to the HoD, asking - are these rumours true? He said they were, but wrung his hands, saying, ""there's nothing we can do."" I was devastated! He said if confronted, the colleague would simply lie, subtly pointing out that the man's wife was head of HR for the whole University. He said - what I will do is move the student out of his office, which they were sharing(!). He got her her own office, and that was meant to be that. I looked up the University's code of ethics governing staff-student relationships and you could drive a truck through it. It turned out he'd written it. I felt sick about it all but couldn't see any action to take, particularly given other colleagues were turning a blind eye. One who worked in feminist philosophy remarked that the students concerned were over the age of consent and she didn't hold with 'seeing women as victims'. A few years later a complaint came in from the high schools where we taught Ethics and guess who was super-keen to go out there and deliver it? The complaint was about inappropriate contact after hours (texting) with a 16 year old girl. I was so upset. The University only investigated after certain people pushed hard from inside. I never found out the results, and the colleague remained in place until he died of alcohol-related illness. 
What I want to comment on re. all this is that given the colleague was employed for over 30 years, how very many female students must have been caught up in the behaviour - and what happened to their educations? (If any are reading this, please consider that you may have been abused, even if you thought it was consensual.) Also, the wife who was head of HR for the whole University knew all about the behaviour, protected him for years, and even today she is still in place. I consider that appalling. How does she look herself in the mirror?",Humanities,Research Institute,Male,Staff,others,404
70,"I was introduced to a man through an ex-professor at my university [He had quit and was no longer a professor when this happened]. We informally knew each other. I was asked by the ex-professor to introduce his friend to women in my university who his friend could potentially fuck, and I was also asked to send his friend photos of attractive women students in my campus. This made me very uncomfortable. The ex professor's friend called me 10+ times a day asking me to introduce him to girls in my university but I told both of them that no girl is interested (I did not ask any women). The ex-prof then told me that his friend thinks ""I am the hottest"", and soon the friend started asking me to sleep with him, started soliciting me for sex. I blocked off the friend and very soon the ex-professor and I stopped communicating. I have a friend from a different university who has had a similar experience with this professor- he tried to do the same thing with her. I wish I had the courage to say No from the start. I relented because the ex professor was very pushy and I did not want to jeopardise my relationship with him as he was a well known academic whose recommendation got people a place in Ivy Leagues. ",Humanities,Regional College,Male,Undergraduate Student,Faculty,227
71,"(I'll give you one of a long list of occurrences I have experienced.) Over the course of a few years, I endured a string of harassing incidents from a more senior colleague, from being labelled ""the feminist"" to being called a ""psycho feminazi wench"" (in an email, no less). He tried to ""give me a birthday kiss"" in the photocopy room, in front of another male colleague. He hit on me at a college function in front of a group of male students and at another function in front of colleagues. After the incident in front of male students, I a wrote a complaint. It was handled internally.   
Following my complaint, he proceeded to slander me to my colleagues and any staff member who would listen. When a new President took office, he managed to get his ear and actively tried to tank my tenure bid. My tenure was delayed a year and almost derailed. I had received 4 letters of support for tenure from external evaluators. I had published a book and several articles. I had excellent (empirically validated) student evaluations, and had been a non-tenured President of my national scholarly society. After the year delay, the Dean told me he was going to recommend I not receive tenure. I told him I had a labour lawyer. And was not averse to putting their faces on the front page of the local paper. ",Humanities,Regional College,Male,Faculty,Faculty,237
72,"A fellow undergrad student invited me to watch a movie with him. We sat on his couch (upright, not touching) in his dorm room with the door closed. After about 10-15 minutes, he grabbed my wrist and forced my hand onto his penis. I tried to leave the room, but he beat me to the door and held it closed, all while telling me he was sorry. Because I couldn’t get past him and was afraid to upset him, I sat back down on the couch. A few minutes later, he grabbed my wrist again and held my hand against his penis. Again, I tried to run out of the room, and again he blocked me from leaving while saying he was sorry. Instead of sitting again, he wanted us to lie down on the couch together. I complied, and then when I ran for the door I had a head start and was able to run underneath his arm as he tried to block me in. I ran back to my dorm room and locked the door. ",Humanities,Regional College,Male,Graduate Student,Graduate Student,179
73,"During the visit weekend for accepted students, I met a tenured faculty member who, upon learning of my research interests, mentioned a dataset he had that I could use for a project. This was my first interaction with him, and it seemed ultimately quite positive. 

Later that evening was a dinner at this professor's home for current and admitted graduate students and faculty. At one point he came up to me in the kitchen and began asking me if I had read a recently published magazine article about how women were entering into casual sexual relationships so they could focus on their careers. This had absolutely nothing to do with my research interests or our previous conversations, and my gut instincts told me he was trying to hit on me or test some kind of boundary. I felt panicked and didn't know how to respond, especially since he had offered that research opportunity to me earlier. As a defense mechanism, I tried to exit the conversation as quickly as possible and tried to hide how upset I felt.

A female junior faculty member was close by and, I believe, heard the entire thing, but did not step in at all. I clearly remember her giving me a look as though I was the one who encouraged it, and she didn't follow-up with me or anything. I left the room as soon as I could and immediately told a few other admitted students, who shared my alarm. I never told anyone in the department because I didn't know any faculty well enough to bring it up, and I also was worried it would make me look bad or ruin potential professional connections.

I ultimately decided not to go to that program because of this encounter, even though this was the highest ranked program I got into. I later found out from other women that they had similar encounters with this particular faculty member.", Social sciences,Research Institute,Male,Graduate Student,Faculty,320
74,"My MSc advisor verbally abused and sexually harassed me, sometimes in front of undergraduates in the lab. My lack of smiling displeased him so he would take me outside and walk me around the campus, berating me (probably so no one in the dept could hear him), telling me I was a nothing and a nobody and by letting me in his lab he was doing me a huge service and I should treat him better since it was a privilege for me to be there. After the move to the new place where I didn't know anyone and was being berated, I went to a psychiatrist and was prescribed some medication. It made me sleep all the time and my progress slowed. I finally decided I should talk to my advisor because of this to let him know what was going on. I didn't tell him he was part of the problem. However, he was not sympathetic, made fun of me, and I left his office in tears. I was blamed for anything that ever went wrong in the lab, even if it wasn't my fault. Sometimes this would lead to me having to dig through the hazmat to find samples that I'd thrown away because they didn't work so he could double check they didn't work (they didn't). He once told me that when he saw my face he heard a ""giant sucking sound, a void."" I didn't know much as a first year grad student, but when I would ask questions I as berated with things like, ""How could you possibly not know that?"" He threw rocks at me in the field, made me keep working/hiking when I was pretty badly injured one day, would yell at me if I made his food wrong (once he made me watch him make a peanut butter and jelly sandwich so he could show me how it was done). He made fun of/commented on how I dressed/looked, often. He hit the back of my seat in the car because I changed the radio station. Then the worst, the things that would make me cringe and freeze. Telling me which grad students in the dept he thought were cute. Once when he opened the freezer some things of mine fell out and rolled under it. He shut the door and walked away. I asked him if he was going to pick them up and he said, ""No, I want to watch you bend over."" Once, in the car with a male undergraduate, he told him to ""Look at [my name's] tits. Look how dirty they are!"" because we had been working outside and on the ground.",Natural sciences,Other Type of School,Other,Graduate Student,Faculty,445
75,"At UCLA when I was teaching as a visiting instructor and then a graduate student  from 2006 to 2008 there were two senior professor who sexually harassed me. None of them is the professor accused in the recent Title IX case involving a History professor. One of the professors professed his love for me and was constantly stalking me as if to casually run into me and have an opportunity to strike a conversation and/or invite me for a date. He was notorious for pursuing graduate students in his department and no-one bat an eye when they saw him harassing me. He was a senior professor and my situation back them was typically quite vulnerable, especially when I became an international graduate student and had enormous sums to pay for my education. He helped me learn about fellowships and may have put in good word so that I won some of those, which put me in the delicate position of having to put up with his advances. The other professor, from my graduate program, would call me to his office regularly to theoretically discuss class work. In reality, he took that opportunity to harass me. He'd shut the door immediately after I would come in and then force a conversation about his youth and how much he'd like me, saying things like ""Had I known you when I was young..."" At one point he insisted on putting a piece of candy (from his native country) directly on my mouth, which I resisted. I wasn't familiar with that move, but as I saw it had clear sexual connotations. ",Humanities,Elite Institution,Male,Graduate Student,Graduate Student,269
76,"The Provost that supervised me at the time kept inviting me to do personal activities (i.e. go out to dinner ""for a meeting"" or to a college-related activity) with him.  When he indicated that he wanted the relationship to become intimate at one of those ""meetings"", I realized that I was in a terrible situation.",Humanities,Regional College,Male,Graduate Student,Faculty,56
77,"We were working at the same projet. At the beginning he started with comments on my look when it was clear that I was not interested in him, he started to make critiques and label me as ""lesbian"", ""aggressive"", ""difficult person"", ""impossible to 'manage'""...when my supervisor (female) was still at the university there was a non written agreement on my hiring at the department. When my supervisor got retired and the man became associate professor he removed me from any research group and activity.", Social sciences,Research Institute,Male,Graduate Student,Faculty,84
78,"This is about gender discrimination and bullying. I was bullied by sr male colleagues over a 12+ yr period, beginning right after tenure, continuing for the 12+ years that two men were dept chair. I stood up for women colleague being driven out of dept, which instigated bullying me. Both chairs constantly belittled me to others, behind my back and occasionally to my face. I had higher teaching load than everyone else one semester, I almost never got raises, I didn't get internal grants (which everyone else got), I was never on a search or tenure committee, I taught larger lecture courses than others. The worst part is I began to take on their critique of me, that I was not competent, unprofessional, not a research scholar, etc. My situation is far better now, but I never fully recovered. One of those bullying chairs also had an affair with a graduate student in dept at the time, paid her a settlement of some kind when the affair ended.",Humanities,Research Institute,Male,Faculty,Graduate Student,168
79,"I was at a departmental function -- Christmas drinks or or some such -- during my time as a masters student and witnessed an undergrad crying because a prof had just pinned her against a vending machine and tried to put his hand up her skirt. The prof was verbally reprimanded by a senior faculty member at the event itself, but nothing else was done about his behaviour. ",Humanities,Research Institute,Male,Graduate Student,Graduate Student,69
