,event,cleandiscipline_new,itype,gendersquash,cleantarget_new,perpetrator_new,story_word_count
60,"In 2012 I was a postdoc and attended a national conference out of state. On the last day of the conference, at the conference dinner, I sat at a table of people I did not previously know. During dinner, I spoke at length with the man sitting next to me, who worked in a different area than I and who was at mid-career academic status. We talked about our research, our universities (we worked in the same state in different cities), and our families. As I often do, I mentioned my husband multiple times throughout our conversation-- partly because I like talking about him and I'm very proud of what he does but also to make it clear that I was married and not interested in talking to this person for any other reason than professional interest. This man also talked about his wife and family. I had no reason to suspect that our conversation was perceived by him as anything other than professional. After dinner, some colleagues that I knew were moving on with a group to a nearby bar, and this man I had been speaking with at dinner joined us to walk over. When we got to the bar, people ordered drinks then sat down at tables-- this man came and sat next to me, and many other colleagues were sat around the table. Shortly after we sat down, he discreetly moved his hand back to my rear end and began jamming his thumb between my buttocks. I was startled and jumped slightly, shocked that this was happening at all, especially in a crowded table full of academics. I reached my hand down and forcefully pushed his hand away. He then turned to me and said ""are you going to stay here"", and I said ""yes, I am"". He looked disappointed. He again touched my rear end and jammed his thumb between my buttocks. Again I pushed it away forcefully. At this stage he got up from the table. I was terrified and wanted to leave, but it would have meant walking back to my nearby hotel, and I was scared that he would follow me to my hotel. I looked around and realized that all of the colleagues in the room whom I knew well were male, and I didn't want to ask one of them to walk with me back to the hotel because I thought that would sound weird. I didn't feel I knew any of them well enough to tell them what had happened. I was scared. I leaned over to the woman (whom I did not know) across from me at the table and began engaging her in conversation about her research, hoping that the man had left, and I could wait a while then walk back to my hotel. Unfortunately, he came back with another drink and sat next to me. He discreetly tried to touch me on my rear end and jam his thumb up me a few more times. I pushed his hand away and kept talking to the woman across from me, trying not to pay him any attention. He got up and went to the bathroom, then came back, sat down one more time, and asked me again if I was going to stay there or if I wanted to leave. I said I was going to stay there. He looked visibly annoyed, and after another minute or so, got up, announced he was leaving, and walked out. My heart was racing. I still didn't want to leave on my own in case he was hanging around outside the bar. So I decided I would stay there and wait until some of the group that I knew headed back to the hotel where we were staying. I continued to try to engage in conversation with the people around me, but I was almost shaking with fear. I had never been assaulted like this before, and I was in shock that someone had tried to do this in a professional setting, in a crowded room full of colleagues. Eventually, people started to leave, and I walked back to my hotel with two male colleagues that I knew well, quickly locking myself into my hotel room to break down and cry. My flight was the next day, and I stayed in my hotel room until the last possible moment I needed to leave to go to the airport, terrified that I might see this man again. Once I was home, I broke down, hysterically crying, and explained to my husband what had happened. I felt so unsafe, so violated, and so discouraged for a long time. I purposefully avoided the city where the event took place for the next two years, avoiding going to any conferences or seminars there. The man didn't even live in that city or state, but I was traumatized by what had happened there. I received an email from the man about a week after the incident, sent to my institutional email address. He said that he had had too much to drink and he apologized for anything inappropriate that he said or did. I was disgusted even seeing an email from him, and immediately deleted it. I never told any of my academic colleagues about the incident. I was scared at the time that accusations might be made that it was inappropriate for us to be in a bar drinking, even though it was a group situation and I had started out the evening thinking everything was professional and above board. I didn't know what to do. I was scared people would not believe me or take me seriously. Also, he was at a different university, and the incident had occurred at an out of town conference. Even if I had wanted to report the incident, I didn't know if I should talk to my university, his, or the conference organization where the incident had taken place. About a year later, I did a university survey on bullying and sexual harassment in the workplace. I responded that yes, I had been sexually harassed, but I did not give any further details. The university did not follow up with me on my response. This is the first time I've recounted what happened at length. My heart is racing even now, 5 years later, as I write about it. I have never felt such helplessness as I did that night. And it has changed the way I interact with colleagues at academic conferences and in my academic workplace. I am wary of everyone, and I put up a wall so that conversations don't get too in depth about anything. That's a shame, because I'm probably missing out on some great opportunities to connect with new colleagues. It gets better with time, though, and I am slowly learning to trust again that I can have a professional conversation in a professional setting with a man in my profession without the possibility of being sexually assaulted. ",Humanities,Research Institute,Male,Graduate Student,Graduate Student,1169
61,"Met with my professor at his home to prepare for an exam.  I was offered heavy liquor and while we reviewed exam material he began to massage my shoulders, neck and back.  He asked what kind of bra I had on and as I replied that it was a sports bra, he proceeded to place his hands on my chest above my breasts.  I froze and attempted to redirect his attention to exam questions and material.  I was successful in doing so.  Prior to this I had attempted to meet with him to review materials, but it turned into a dinner at a restaurant.  ",Natural sciences,Elite Institution,Male,Graduate Student,Faculty,111
62,"During the reception after a job talk, the candidate joined a conversation I was having with graduate colleagues. The candidate said I had asked a ""really hard"" question during the Q&A, commented appreciatively on the similarity of our research and proceeded to keep his arm on my shoulder for what I remember to be several minutes. It made me extremely uncomfortable as I had never, ever been touched in any way by a professor before. ",Humanities,Elite Institution,Male,Graduate Student,Graduate Student,76
63,"After turning-in my graduate placement exam, professor prevented me from leaving the room by blocking my path with his body. He proceeded to create small talk about his connections and famous mentors. He suggested that I meet him for drinks to see where the night would take us, and that, if I was ‘lucky,’ he would take me back to his apartment, do things to me, and if I “was any good, [he’d] consider making me breakfast in the morning.” I called him an old lecher with one foot in the grave. He proceeded to mock me and bully me for my entire two-year masters program, particularly in front of colleagues and students.",Humanities,Elite Institution,Male,Graduate Student,Graduate Student,113
64,"I had just interviewed for a tenure-track job and was sending out thank you emails to everyone who had met with me during my campus visit. It was late at night and a senior male professor wrote back to me immediately with message expressing how nice it had been to meet me. There was something indescribably 'off' about the syntax. Within the next twenty minutes he sent me a series of cell phone photographs of oxidizing bananas in which someone (presumably he) had cut a series of inscrutable but vaguely suggestive messages. It was creepy and I had no idea how to respond.  I eventually wrote back ""I am not sure how to interpret these images,"" and he responded something along the lines of ""your presence delighted me and I wanted to share something that I thought would delight you."" I got the job and tried studiously to avoid this person, but there were a number of other incidents (which I will relay separately) in which he was creepy, inappropriate, and bullying to me in the extreme.",Humanities,Research Institute,Male,Faculty,Faculty,178
65,"A series of disgusting comments to me about other women's appearance. general toleration of a boys' club. undue, rude comments about women's scholarly work. hostility to feminism overall. watching him be a condescending and gross person to his secretary- calling a sixty year old woman a ""girl."" ",Humanities,Research Institute,Male,Graduate Student,Faculty,48
66,"I was raped by a named chair of literature at a prominent liberal arts college. Over time I learned he had exploitive relationships with many students, ordered some to have abortions, and had raped or otherwise physically harassed over 20 others.",Humanities,Regional College,Male,Graduate Student,Chair/Dean/Head,41
67,"Seated behind a very prominent mid-career scholar during a conference the summer before last in Washington, my colleague and I saw a white-haired male historian introduce a very attractive and 15-20 years junior female student to the academic star in question. He explained that she was a great fan of his work. The Ivy League professor came to life, and in no time began pressuring her to go out to dinner with him after the panel, to ""discuss her work."" She looked stunned and very uncomfortable, caught between trying to squirm out of his aggressive invitation after having just explained her admiration for his work. Her theoretical mentor just stood by. ",Humanities,Elite Institution,Female,Graduate Student,Faculty,112
68,"Post doc got annoyed that I was going to listen to PI's instructions /advice instead of his own re: an experiment I needed to run. Post doc proceeded to call me a ""stupid woman"". On numerous other occasions, post doc asked master's student and other post doc ""why are you doing chemistry instead of getting a nice husband and staying at home?"" Post doc had also instructed me on multiple occasions to finish male undergraduate's work after he went home despite it being a totally separate project from my own and I received no credit. Female graduate student who was my mentor liked to ask various things such as ""How do you think you'll get a husband when you act so crude like that?"" and ""Do you wear a bikini when you go to the beach?... It seems like you would because your skirt is so short' (It was a knee length skirt, fyi.) ",Natural sciences,Research Institute,Other,Graduate Student,Graduate Student,155
69,"once i made clear i was not  interested bc he was married, etc, at a conference with co-PI, myself, and an undergrad, he only got internet in his hotel room. I had to use it to upload docs to the study site and add data to the public site prior to the presentation. He was in the room, then said was gonna go get ready. I kept working, he apparently showered and came out of bathroom in a towel. I left bc very uncomfortable. He could have gotten dressed in bathroom obviously, since I had to be there to do the work on the internet, which in retrospect, was clearly a red flag.


After returning, after a week or so, wanted to schedule a meeting and suggested he drive me to a park ~20mins away and we talk there bc it was beautiful. I said no, I would rather meet in my office. That's when he emailed as if *I* was the inappropriate one, saying he didn't feel comfortable meeting with me in *my* office with a closed door and that's why he suggested a meeting in public. I told my co-PI, who also thought it was strange and wrong and not needed to meet with him there. He said I no longer had to have any contact with him at all, and would get everything from my supervisor.", Social sciences,Elite Institution,Male,Faculty,Faculty,229
70,"At a conference party where there was a lot of alcohol and drinking, a professor from another institution began acting very friendly towards me. Eventually in front of a many other colleagues he put his arm around me, at first in a friendly way, and eventually slipped it down to my waist and then reached from my waist around towards the area of my crotch, basically grabbing my genital area. All this in front of many colleagues during a lovely discussion; I don't know if anyone noticed but no one said anything. I panicked, had to physically pull him away from me, and have since kept quiet about it except mentioning to some other grad students that this prof was drunk and a bit overly flirtatious with me at the event.",Formal sciences,Elite Institution,Male,Graduate Student,Faculty,131
71,"Company that hired my lab group as consultants sat across from me at a business meeting.  During the meeting he readily referred to me as ""honey"" while trying to pay footsie with me under the table and rubbing his foot up and down my inner leg. ",Natural sciences,Regional College,Male,Graduate Student,Graduate Student,48
72,"The most egregious is when I was repeatedly asked out by a professor with whom I was doing a directed study (one-to-one reading seminar). I was a 1st year PhD student. He was recently divorced. He ended up showing up at a party I was at, held at another faculty member's house, and followed me around all night. Creepy as hell even after I said no. And no. And no. But the power dynamic was obvious. 

Other incidents were less obvious. There was a male faculty member well known in the department who only invited men to speak in class. He held a boys-only basketball game regularly, as well as cigar nights at his house. No women were ever invited. He made sexist remarks in class, usually about women's less-than ability in a historical or contemporary context. He was also known for putting his arm around women-grad student's shoulders or putting his hand on their backs. I saw that myself. And, if my peers are to be believed, no women ever got an A in any of his classes. I don't know if that's true or not, but its plausible. ",Humanities,Research Institute,Male,Graduate Student,Faculty,191
73,"Freshman year was asked out of nowhere in front of a group of my peers AND another professor if I ""liked to be on top."" Later, came persistent gender-based harassment and exclusion regarding my playing ability. My final year, he refused to use my name and referred to me as ""c*nt"" when I came up in conversation with other professors and with graduate students. He would unfairly and arbitrarily impose grade-based punishments when it suited him, and when I asked for clarification, he sent an email to the entire studio targeting me. He had a habit of making up nicknames for the girls in studio (One girl was referred to as ""butterface"", etc) and complained constantly about his ex-wife during private lessons. I was told his humor was more explicitly sexual and degrading to women when he was surrounded by only male students.",Humanities,Research Institute,Male,Graduate Student,Faculty,143
74,"I started taking college classes when I was 12. My Algebra II professor repeatedly stopped class to tell me that I looked like Sandra Bullock. I wore a hijab one day for a class project about multiculturalism for the class before Algebra II. He stopped class to tell me that I could be ""one of bin-Laden's wives"" and asked the class if they agreed. ",Humanities,Other Type of School,Male,Undergraduate Student,Faculty,65
75,"It was several events that escalated  over two semesters where a male student started out with making suggestive comments, asking me where I parked my car and if he could walk me. This eventually led to journal assignments being addressed to “my dear sweet journal” and went on from there. ", Social sciences,Research Institute,Male,Faculty,Undergraduate Student,52
76,"I was at an timber harvesting site in a remote rural location as part of a field lab for a course. I was the only woman in the class, the only woman at the harvest site, and likely the only women for miles around. At one point, a group of 5-6 students lined up and began to openly urinate along the edge of the clearing, about 20 feet in front of me. When I brought up the event with the professor, he basically said “boys will be boys.” It wasn’t until I kept pressing the issue, pointing out that the behavior was also incredibly unprofessional (we were invited to the site by a logging company and should have been on our best behavior) and that public urination is illegal, that he softened some. However, if anything was to be done about it, I was expected to come up with the solution myself. I left that interaction feeling belittled and invalidated.  
During my time in this particular program, the overwhelming majority of the male students (the number of females I could count on one hand), refused to talk to me, refused to make eye contact with me, walked away from me if I addressed them. Fortunately, I was never verbally or physically assaulted, but being treated as if you do not exist is emotional abuse. The other female students experienced the same treatment, and most have stories of harassment, abuse, and/or discrimination.",Natural sciences,Research Institute,Male,Graduate Student,Graduate Student,242
77,"During my 3rd year review interview with my dean (a man),  my Dept Chair (also a man) called me his prize cow",Humanities,Regional College,Male,Faculty,Chair/Dean/Head,23
78,"a group of my friends and I were groomed by a professor of ours over a period of about 3 years. He pitted us against each other for his approval and attention, purposefully curtailed our friendships with one another, and eventually went so far as to get hotel rooms at the fanciest hotel in the city and invite a few of us to ""visit"" him, and took one of my fellow students (who was maybe 19 years old at the time?) on vacations to New York City and to Paris. He would invite us over to his home to watch films and drink (most of us were under age at the time) and smoke with him. He did his best to make us feel ""special"" and like ""real artists"" or some shit and then he used that to manipulate us. As I was about to graduate, one day he corned me and forcefully kissed me in front of a few of our friends, who laughed as I pushed him away. He did not try to kiss or touch me afterward, likely because I had humiliated him in front of our mutual friends. However, after that I was more or less ""out"" of our group and he ostracized me.",Humanities,Regional College,Male,Graduate Student,Faculty,208
79,"My male boss (mid-50's) described his sexual attraction to a celebrity. On another occasion, he commented that it would be less expensive to hire women to do the job his wife did (cook, maid, prostitute..) He would constantly commend a female graduate student on what a good job she did ""taking care of her body"". This happened in a STEM lab in the last 5 years. ",Natural sciences,Research Institute,Male,Graduate Student,Faculty,67
80,Sexual harassment and stalking began in 2010 and continues to this day.,Humanities,Multiple,Male,Graduate Student,Graduate Student,12
81,"I was at a reception for conference attendees while attending a small conference  on the topic I was wanting to study for my PhD. A senior scientist in my field who was very well known was introduced to me and responded with, ""Oh I know XX, I left my cufflinks in her room last night,"" while laughing. I thought it was strange. Later I was a PhD student and was collaborating with this same senior scientist. I was visiting his country for 3 weeks while learning new techniques. We were supposed to get together for dinner to discuss science and ideas for research. He suggested I come to his hotel room to have dinner with him there since he had recently moved to a more distant city and would only come to town once per month. Much to my relief, it happened to be snowing (in a place it doesn't usually snow) on the day he was in town so I didn't end up meeting him at his hotel. ",Formal sciences,Research Institute,Male,Graduate Student,Graduate Student,171
82,"advisor would touch my thighs and said he had lascivious thoughts, asked  me out, try to see me at his house", Social sciences,Research Institute,Male,Graduate Student,Faculty,22
83,"Professor held a speach at a collaboration dinner in front of about 40 people and suggest that people from small genetically distinct groups (his and mine) should breed together. (The collaboration group was looking at the first population stratification maps available an hour earlier. ) There were only 2 people from my group, both women. Also other less shocking stuff.  Everyone knew he meant me, when I asked about this confusing event. No-one did anything. ",Applied science,Elite Institution,Male,Graduate Student,Faculty,77
84,"I was attending a research seminar at a research center. The leader of the seminar chased me around the archive, got in my physical space during the meetings, cornered me and generally physically bullied me under the guise of his sexual attraction. I felt hunted and scared and finally got sick to my stomach and couldn’t attend the sessions.",Humanities,Research Institute,Male,Graduate Student,Faculty,59
85,"An incoming PhD student started harassing me, attempting to blackmail me, and lying about me to the department as well as the administration all because I rejected his escalating, predatory behavior. ", Social sciences,Research Institute,Male,Graduate Student,Graduate Student,32
86,"My PhD advisor would often sit very close to me when were were discussing my work in front of my computer. He would sit right next to me and put his hand on my upper thigh. It bothered me a lot but since he was my superior and the head of department at the time, I was too scared to say anything. It happened two more times before I learnt to move as far away from his as possible when looking at at the same computer together. Later, another female PhD student told me of how traumatized she was when our advisor did it to her. She said she felt dirty and and shamed. I regret to say I brushed it off since I learnt to not be anywhere near him in meetings but it's bothered me ever since. I did ask a male PhD student about it and he also said our advisor did it to him too and his response was just to move our advisor's hand off of his thigh every time he did it (which was more than once). I wish I was brave enough to have done something about it at the time. ",Formal sciences,Elite Institution,Male,Graduate Student,Graduate Student,199
87,"I was a lecturer in my second year at a university. My peer colleagues (all male) regularly complained about having to teach one night class every semester. Somehow I was never assigned night classes to teach, which we also discussed. I thought I was just lucky. Then came a standard meeting with our departmental administrator, when I asked him why everyone teaches night classes but me. He answered, calmly and as if this were obvious, “oh, I don’t give night classes to women. It’s not safe for them to be on campus at night.” I stared at him, shocked, and told him that was ridiculous and discriminatory and demanded to be assigned a night class for the following semester. He shrugged and did assign me night classes after that, relieving some pressure on my male colleagues. They were right that night classes are tough to teach, and the admin was wrong that women shouldn’t be on campus at night. ",Applied science,Research Institute,Male,Faculty,Staff,160
88,2015-2017 relentless pursuit followed by a brief affair that ended with a threat to my career,Humanities,Research Institute,Male,Graduate Student,Faculty,16
89,"I was taking a class for my major and this guy who I met in the class would always sit by me. He was friendly and would chat and we would sometimes meet in the library and do homework. After the first month, he stopped sitting by me and stopped wanting to work on homework together. I didn't think anything of it until a year later, when we were both at a party together together, and he said I was beautiful and he really wanted to sleep with me, but I was a very cold person who wasn't interested in him so he thought his chances would be better with another woman in the class. I was really hurt that he only wants to ""be friends and do homework together"" because he thought it would improve his chances of sleeping with me. Is that all I am? Someone for fellow males in the field to sleep with? Am I only useful because I'm a woman? Do people even care about my science?",Natural sciences,Research Institute,Male,Graduate Student,Graduate Student,172
90,"As a female physics graduate student, I was repeatedly harassed by my PhD advisor, and by my male colleagues.  I was eventually pushed out of the department after seeking help from the graduate student advisor, the chair of the department, and the dean of arts and sciences.  It was made clear to me that the  only important thing was the money my advisor brought into the department.  My own investment in my education and my own career path (not to mention my humanity) were not valued.",Natural sciences,Research Institute,Male,Graduate Student,Faculty,90
91,"My work was prominently featured at the annual conference for my discipline. One of the attendees found an article in the popular press about my work and contacted me via Twitter. We had never met before. After a little chatting back and forth about our research interests (which I thought was an early stage of networking), he invited me to meet him in his hotel room. He explicitly told me that he wouldn't meet me anywhere else, saying he had an early flight the next day. I declined his offer. The next day, I confronted him about what happened. He responded by admitting that he had gotten flirtatious with me, but also by telling me that I was out of line to accuse him of sexual harassment.", Social sciences,Multiple,Male,Graduate Student,Chair/Dean/Head,127
92,"At a conference dinner, I witnessed a senior researcher who was chatting with a postdoc reach over and grab/squeeze her butt in the middle of the conversation.",Natural sciences,Research Institute,Male,Graduate Student,Graduate Student,27
93,"Jazz band director (male) took up nearly half of a rehearsal describing a famous, female guitar player with detailed descriptions of how beautiful and attractive she is. Director then encouraged the ""gentlemen"" in the jazz band to look her up online after rehearsal for her looks... and partly her guitar playing. All the female members of the band were uncomfortable and discussed this after rehearsal while the male members were excited and did as instructed post-rehearsal, publicly and loudly. Director followed up in another rehearsal asking if the male students had looked at her as instructed. This all made for an uncomfortable and less productive rehearsal environment.",Humanities,Regional College,Male,Graduate Student,Chair/Dean/Head,107
94,"At a conference, an MFA professor and major gatekeeper at my field grabbed my ponytail, held it up, and said, “whoa! Who ever thought that (my name) would turn into a babe?” He had nicknames for all the girls and was riotously sexist but apparently this was ok because he was gay so it was a joke and we were allies. ",Humanities,Elite Institution,Male,Graduate Student,Graduate Student,62
95,Saw a male senior researcher say multiple inappropriate comments (constantly commenting on appearance) of two young female students. I reported to someone more senior what I had seen. ,Natural sciences,Multiple,Male,Graduate Student,Graduate Student,29
96,Hit on by research mentor in summer undergrad program (REU),Natural sciences,Research Institute,Male,Graduate Student,Staff,10
97,"1981-1988 The technician in a lab where I was doing a research rotation became obsessed with me. He left notes in my mailbox, left gifts at my apartment, changed his running training schedule and location to match mine, left messages on my telephone answering machine. He stalked me for 7 years even though he lost his job, agreed in mediation to leave me alone, and was told by the police that what he was doing was illegal and a felony in North Carolina. I was on the verge of going to court for a restraining order when I got a job offer in a different state and moved away. He got my new phone number and address, sent a few letters and then telephoned. My (male) partner answered the phone and he hung up, then sent a letter telling me what had happened. I didn't hear from him again. ",Natural sciences,Elite Institution,Male,Graduate Student,Faculty,150
98,"As I was completing my MA, my advisor became increasingly touchy feely. He would place his hands on my hips, my waist, my shoulders when we were in his office. I did my best to dance away. In celebration of my MA defense, he took me to a local restaurant, where he kissed me on the lips. That evening, I emailed him to say that I had not consented to the kiss and did not want it to happen again. He admitted to it and replied that it was an ""unintended gesture."" But it was clearly planned, as he knew that I had left my husband mere weeks before and that I was in a seriously vulnerable position. ",Humanities,Research Institute,Male,Graduate Student,Graduate Student,119
99,"At the American Astronomical Society meeting last year, a senior male approached me and asked me if I was married or had any children. He also asked me what day I was leaving. I lied and said the next day, and he goes ""that's a shame, I would have liked to see you more"". ",Natural sciences,Research Institute,Male,Graduate Student,Graduate Student,55
100,comments of sexual nature to me and about other female colleague in front of me and others; comments demeaning my mothering because I worked made to me and in front of others,Humanities,Regional College,Male,Faculty,Faculty,32
101,"Oh boy, where to start? The most traumatizing experience for me, personally, was being threatened with some sort of vague legal action after I posted a facebook comment about gender discrimination in my department. I was called into my Chair's office and berated for what felt like an hour (called a ""trouble-maker,"" ""mean-spirited,"" wrong, etc.). Other female colleagues had similar experiences. This year a sexual harassment claim was filed against the (now former) Chair; most of us are entirely unsurprised by this. In fact, we're surprised there's only one (though another student has apparently come forward). The reason I post my experience, though it wasn't a sexual one, is that an abuse of power and an underlying misogyny were the consistent factors in a range of the perpetrator's harassing behaviors.",Humanities,Research Institute,Male,Faculty,Chair/Dean/Head,130
102,"A senior professor who led a large research group hugged a series of women inappropriately and routinely made inappropriate comments to women members of the research group.  His creepiness was the subject of frequent jokes among undergraduates working with the professor. On several occasions I heard rumors of serious inappropriate behaviors. My understanding was that the behavior was recurring across many years. This professor knew the name of every female in his group, no matter how junior, but rarely remembered or payed attention to any of the male students, no matter how senior. As a male in the group, this was welcome at the time, and I felt I could skate through the experience protected by his disinterest in me. Nonetheless, even I felt deeply uncomfortable in the professor's presence.", Social sciences,Elite Institution,Male,Graduate Student,Faculty,131
103,"Response 2 of 2: At a party (one of the many many parties) at the house of the Professor mentioned in my first comment, there was a very famous white cis-male poet who was visiting from another top UK institution. 
By the end of the night I was incredibly drunk.  Everyone else had left but I was still there as I was staying with the Professor (who I was having sex with). I remember standing in the kitchen talking to the""famous poet,"" a 71 year old man (who does not drink - although of course his being drunk would not have made this OK). 71. I was 22. I then remember him putting his tongue down my throat. I sort of stood there in horror as it happened for a while, then told him I had to use the bathroom and ran upstairs. I told the Professor (who was asleep/passed out in bed) - I don't know if he heard me. I did not tell any of the people involved in that circle because I was embarrassed that it had happened to me (I had a much less informed idea about consent back then, and certainly didn't consider it to be something that one would report. Again, this speaks to the general culture in academia. ",Humanities,Research Institute,Male,Graduate Student,Faculty,217
104,"Fall 2006, during finals week. I took violin lessons as part of my major. I made a lot of progress and was interested in a career in teaching, so my violin professor asked me to give struggling students ""ghost lessons."" One of them, after a few weeks of one-on-one lessons with me, called me late one night saying that he was ""having a hard time,"" and that he was wondering if we could just talk. He sounded like he was sobbing. I thought he was depressed and just encouraged him,  he asked me to keep talking, and then said he needed tissue and more lotion. I hung up. He called repeatedly for the next couple of days. This was before called ID, and I *was waiting for calls about study groups and so forth, so I kept picking up, hearing his voice, and hang up. ",Humanities,Research Institute,Male,Graduate Student,Graduate Student,147
105,"We'd previously met at a conference for our field (where we'd both presented) and he began writing me expressing an interest in my work. In retrospect, this was his process of grooming. During the incident, we were in a building on campus after an event at which he'd spoken. He asked to see a photo of me and my then-girlfriend (as I am queer) and then grabbed my hand to smell it. When I demanded to know what he was doing, he said, ""I am memorizing your scent."" I was alarmed and tried to get some distance. He then hugged me while he was sitting down and he put his ear to my chest. He made some comment about my strong heart. I pulled away. He then tried to pressure me into sex by claiming that we're the same generation (we're not), and that his wife approves of his sleeping with other women. (I found out later that his wife is a former grad student of his.) I left the building. He has since sent me multiple YouTube videos of himself shirtless and drumming.",Humanities,Elite Institution,Male,Graduate Student,Faculty,184
106,"My graduate professor made sexual advances towards me on more than one occasion during field work, including constant “friendly” pats on my thighs or back which always lasted just a smidge too long. When I finally really made it clear through avoidance and polite but firm refusal he completely ignored my research, including any phone calls or emails I sent him asking for guidance, and hinted at withholding my Masters degree unless I “changed my additude”. I later found out he was sleeping with one other of his grad students and  expected me to similarly fall in line. ",Natural sciences,Research Institute,Other,Graduate Student,Faculty,100
107,"Two female grad students were harassed and/or assaulted by their male advisor. One changed advisors and one left the department to another grad program. This came to my attention and I raised my concern of the advisor being assigned a young, female, international student. I was told to keep my mouth shut that the other faculty will ""take care of any issues"" and that ""institutional memory"" will prevent it from happening again.",Humanities,Research Institute,Male,Graduate Student,Faculty,72
108,Was inappropriately touched and propositioned by the offender at a conference,Humanities,Multiple,Male,Graduate Student,Faculty,11
109,"An assistant professor kissed me (unwelcomely, aggressively) at a department holiday party.",Humanities,Elite Institution,Male,Graduate Student,Faculty,12
110,"He was waiting outside my door, and said he had a question for me. It turned out to be a flimsy pretext to come into my room. He climbed into bed with me. I indicated I wasn't interested. He begged. I indicated several more times that I wasn't interested. He started touching me and asked again. I eventually gave up and let him continue touching me. When he was done, he asked me not to tell anyone, even though he told all of his friends the next day.",Humanities,Elite Institution,Male,Graduate Student,Graduate Student,88
111,"To me: when I was first hired under the caveat that the department had to hire a woman or they wouldn't get the line, I was told after my hiring by one colleague (they were all male): ""I didn't vote for your to be hired.  I figured, if we had to have a woman, we might as well get the one with the big tits.""  
To me: when I was a tenured professor talking to an older colleague, he made the casual comment that it was ridiculous for the Faculty Senate (on which we both served) to have to talk about family leave for childbirth, adoption, or even caring for older parents.  His argument: ""Women shouldn't even be faculty members."" ", Social sciences,Research Institute,Male,Undergraduate Student,Faculty,124
112,"Repeated sexually inappropriate insinuations made to me (and to my advisor) by a professor in another department. I had a friendly and close working relationship with my (gay) male advisor. This other professor often saw us walking together on campus, and he assumed that must mean we were sleeping together. When he saw me with my advisor, he would remark on us being together and how close we were; he didn't outright come out and say it, but it was obvious by his tone of voice and body language what he was insinuating. My advisor and I mostly laughed it off. But a few weeks later, I saw the other professor walking past my apartment as my (also gay) male boss was dropping off a 'duty'/on call phone (I worked for the university) at my front door one morning. The other professor later cornered me at the campus center when I was getting food and asked who the guy at my front door had been. I sort of awkwardly responded that he was my boss and started to explain that he was dropping off a phone for work when he interrupted me and said, ""so he's *also* someone you work for?"" The implication that he thought I was sleeping with both my advisor and my boss was pretty clear. I think I stammered out an explanation of some sorts, but it was apparent he didn't believe me. I told my advisor and he told me that this other professor had made inappropriate and sexually explicit comments to him (about my advisor, not me).", Social sciences,Research Institute,Male,Graduate Student,Faculty,263
113,"I've been harassed and propositioned by both female and male colleagues. I've continually witnessed how senior male academics treat their junior and female colleagues, both in their objectification and in 'mansplaining' to them. I've seen women in academia change institutions to get away from the male dominance of power; which in some instances involved changing into disciplines that are more female-driven. I had to put in two separate and formal sexual harassment claims within my first two years at the same institution. I've seen male academics respect the mind of a female academic, but who have disrespectfully in turn attempted to desire her body as well. I've heard/seen countless tales of supervisor-student affairs, predominately when the supervisor is male and the student female. ",Applied science,Research Institute,Other,Graduate Student,Graduate Student,124
114,"When I was a graduate student during my first year, the advisor that the department assigned to me to help me adjust to a new environment (as an international student) would always close his office door whenever we had an “appointment.” On every single occasion, he would tell lewd tales about many of his former female students offering to perform oral sex on him for better grades or “small” favors. Each time he made me feel very uneasy, but I was new and relatively unfamiliar with academia in the U.S. I felt relieved when he retired.",Humanities,Research Institute,Male,Graduate Student,Graduate Student,96
115,"Several instances of older professors ""grooming"" me while I was a grad student, meaning taking me to dinner alone and feeling out whether I would sleep with them.  However, the extent of it was suggestive conversation and money spent on me.  I was not molested, attacked, or retaliated against when I just went home afterward.  I did not sleep with any of them.  But I wouldn't say I didn't know what was going on before I went to dinner.  Complicit, curious or something.",Humanities,Multiple,Male,Graduate Student,Graduate Student,88
116,"Inappropriate touching, by a prestigious senior professor. I was a doctoral student considering applying for a scholarship for which he was one of the decision-makers. I was making copies at the department at night, and he entered in the room and looked at the article I was copying. I mentioned my project, advisor support, and interest in applying for the said scholarship. He then abruptly reached into my blouse, where a long family necklace was lodged, and took it out, from in between my breasts. I was flabbergasted. I just remember saying it belonged to my grandparents, then disappeared and lost faith in the scholarship fairness process. Needless to say I gave up ever meeting with him again, even if there was a perfect match for my research.
A second incident with another senior prestigious professor in the same department. I was working on a research paper in the field of this senior new hire, and was enthusiastic about his work. I was done with my classes, but would audit his classes, and come often to his office hours with questions, for more than a year. He was injured for months, and I was very sympathetic with his circumstances. As I made progress in my work, and by chance met his wife, he mostly wanted to discuss his personal life with me. I thought he was not ok then, but did not take it personally. Then, out of the blue, he asked me out, despite his marriage and my own committed relationship. I was profoundly disappointed - particularly given my interest in his field of research, and my expectations of his character. All the investment in intellectual interaction went to waste - no way I would be able to have him in my committee or to provide comments about my project. I then realized, through these 2 career demaging episodes, the additional pattern of disrespect going on with the few female faculty at the department, and that disrespect was a generalized practice then towards women professors in my profession.",Humanities,Research Institute,Male,Graduate Student,Graduate Student,338
117,"Prof. paid inordinate attention to me, insisted I go to dinner with him, made comments about my appearance...then got sick of me, or tired of waiting for me to make the move?, and tried to throw me out of the PhD program. this was in the 80s",Humanities,Elite Institution,Male,Graduate Student,Chair/Dean/Head,47
