,event,cleandiscipline_new,itype,gendersquash,cleantarget_new,perpetrator_new,story_word_count
57,"This is a very well-regarded and respected older academic who began corresponding with me after a few interactions on Twitter. I was a little surprised as I was a nobody PhD student, and he is considered the father of an academic subfield, but grateful for the opportunity to have someone of his stature look at my work and possibly give me feedback and guidance. He is not from the university I was at, at that time. Three distinct occurrences:
1. He traveled to the city I lived in for something, and suggested we meet for a coffee. I didn't see anything wrong with this. Coffee and snacks were without incident, but then he suggested we take a walk to the nearby park as it was such a nice day. I agreed. As we walked there, he reached out to take my hand. I was shocked. He held if for a little while, and then I pretended I needed something from my handbag and disengaged my hand. After that I made sure to have my handbag on the side between us so he couldn't hold my hand again. We sad on the grass in the park where he lay down and opened a few of his shirt buttons.
2. During a separate conversation, or maybe during a conversation when he was in my city, he told me about how his wife and him went to nude beaches. 
3. At AoIR in Denver, I ran into him near the escalators and we were chatting and catching up. A young Southeast Asian woman was coming up the escalator and he stopped in mid-sentence and said something like, ""Oh wow I need to get to know *her*!"" in a creepy desperate sexual way. I was just staring at him, and he suddenly realized where he was, looked at me and said, ""You didn't hear or see any of that."" And then he walked off.", Social sciences,Research Institute,Male,Graduate Student,Graduate Student,318
58,"Professor invited me to coffee stating that he'd be 'happy to have coffee with me'.  I never took him up on his offer and, in the preceding months, began to outshine him in academic recognition.  He subsequently made my candidature hell.  In my final stage of candidature, I finally found the courage to change supervisors and report his psychological/mental/verbal/emotional abuse and his lack of supervision where I was basically doing the thesis all on my own.  ",Humanities,Research Institute,Male,Graduate Student,Chair/Dean/Head,81
59,"A student in my cohort ramped up a pattern of inappropriate sexual comments and behavior, culminating in sexual assault. Over time, she showed me her breasts and crotch, talked about the size of her vagina, and touched my breasts. At a bar one night, she repeatedly groped me and pushed up my skirt while I told her over and over to stop touching me and leave me alone. She grabbed my pussy from behind. She only quit after I screamed at her that I would punch her if she didn't stop. ", Social sciences,Elite Institution,Female,Graduate Student,Graduate Student,92
60,"The (female) chair of my (feminist studies) dept had everyone come to her house for a dinner party. I took my then-wife (I'm a queer woman) and the chair had everyone put their coats and bags on her bed in her bedroom. I asked her where her room was and she led us down the hallway to show us both where to go. When we were all in her room, the chair disclosed to us out of nowhere that she once watched lesbian porn during a period of ""experimentation."" It was obvious she was randomly bringing this up because we were queer. She had/has a reputation of constantly microaggressing grad students according to whatever marginalized identities they have.", Social sciences,Research Institute,Female,Graduate Student,Chair/Dean/Head,118
61,"I work in instructional technology. I have only talked to this particular faculty member a few times because he teaches in a discipline outside of my expertise, but I was helping him when we were short staffed. All three of our conversations have been about using our LMS. He has mentioned porn in all of them. ",Applied science,Regional College,Male,Staff,Faculty,57
62,"A professor I met at an International Summer Camp for PhD students asked me ""to dance for him"", after he pestered me an entire evening with ""provocative stories"" full of blatant sexual innuendo. Other PhD students told me horrible stories about him: He had a Chair for History at an Institute in Florence. He supposedly had  very low visitors' chairs, so he could look between his female PhD students' knees and many more disgusting stories. After many women had complained about his inappropriate behaviour, he was banned from having female PhD students. That of course meant that these women had less options and he would only help other male PhD students to finish their degrees. When I adressed one of his (male) colleagues (I will call him colleague 2) and told him about this professor's innappropriate behaviour, he just shrugged and said that this was this person's ""normal"" behaviour and I shouldn't take it too seriously. Absolutely nothing happened afterwards. Said colleague 2 (who also had a Chair at the same institute) slept with another PhD student at this summer camp and later married her (after he left his fiancé for her). Years later colleague 1 died and colleague 2 wrote an overwhelmingly positive eulogy on colleague 1, praising his many professional merits. Like so often, they (all the male colleagues) knew exactly what was going on but they chose to ignore it or behave innappropietly themselves. Very discouraging and infuriating for female academics, to say the least. It takes away so much trust and makes one feel diminished and not taken seriously.",Humanities,Multiple,Male,Graduate Student,Faculty,264
63,"In the course of three consecutive months, a member of staff that had previously been known to me, and which I considered a friend, albeit not a close one, became more and more present in my working area. I felt increasingly uncomfortable, and indicated my desire to reduce social interaction with him, blaming workload. At around that time, and contrary to what I had indicated I wanted, he stepped up communications via email and text message with me quite dramatically, and around that time I started seeing him everywhere inside and outside of the university. He always pretended it was a coincidence, but it became increasingly clear that it was not. I believe he had started to display obsessive behaviour, and had begun to calculate my movements, and to stalk me. I had noticed that prior to me attempting to step back, his verbal interactions with me increasingly resulted in me feeling manipulated and disempowered. He had started to make small comments that casually belittled the relevance of my work, even though he lacks the qualifications to genuinely understand it, as he lectures in a very different field to mine.",Humanities,Research Institute,Male,Graduate Student,Faculty,190
64,"While I was an REU student, another student's advisor would stare and me and make comments about my appearance. Things escalated over the course of the summer and culminated with a series of encounters where he would show up in undergraduate social events and make suggestive comments toward me, including asking me to spend the night with him. At one point while hanging out with other REU students, he spanked me several times. He then proceeded to grab my butt, pull me against his body, and whisper something to the effect of, ""those eyes...I'm going to fuck the shit out of you."" When I tried to get away from him he grabbed my arm and asked for various sexual favors. ",Natural sciences,Research Institute,Male,Graduate Student,Faculty,121
65,"My department was very close and social, we often went out with our superiors after a long work week for drinks. To keep it brief, one time I had too much to drink and after passing out (very unprofessional of me, I know), my advisor performed several sexual acts on me while I was unconscious. I don't remember most of it and actively work to keep it blocked out of my memory.  The next day, he messaged me to let me know to ""not worry about it, he was helping me relieve some stress.""  

Prior to this incident, I was very close to him and saw him as a mentor and sort of father figure, but in hindsight I now realize he was inappropriate in some of the things he shared with me, as well as inappropriate touching in several occasions which I always brushed off as accidents or slips of the hand.",Natural sciences,Research Institute,Other,Graduate Student,Graduate Student,155
66,"A senior faculty member from another department would single out my appearance whenever we had interdisciplinary meetings. ""I used to think all psychologists were ugly, but you...."" He would pull out a chair next to him and make a big production of inviting me to sit next to him. Once I started dodging him, including avoiding committees he was on, he would call out his comments in the hall or wherever he saw me. Once I tried to say something like ""and here I hoped you respected my work"" but it never slowed him down. In the last few years before his retirement, he started touching me--my hair, my clothes, whatever. I would enlist allies to stand between me and him. The last set of interactions I had with him were during an inservice I had to attend. I told the organizer: watch how long it takes him to approach me and touch me. It was within 3 minutes of being in the room.", Social sciences,Regional College,Male,Faculty,Graduate Student,164
67,"as soon as i started my MSc my supervisor started being too friendly. at first i thought he was nice and kind but then I felt pressured and trapped. he had me over for dinner a few times and would let me to stay in the guest room because the buses had stopped running. He offered to take me to Banff on the wknd to show me the beauty of the rocky mountains. but when we checked into the hotel, it became evident that he was only getting one room (two beds). i was scared and uncomfortable and second guessing myself. he paid for it and it was the most expensive hotel in the area. but then he started to expect me to come over to his house too much. he would send me friendly text messages late at night and on wknds. the 2nd time he invited me on a wknd trip, i said yes but added that a male friend was going to be in the area too and could we invite him to join us. after that he was mad and i felt bad. for months he alternated between punishing me and praising me. i finally confronted him and he said he thought i had led him on. when i pointed out that i didnt know he was interested because he treated the other female grad student the same way, he said he was interested in her too. i told my cosupervisor and she went ballistic. she called him and screamed at him and he apologized to her. she wanted me to file a complaint but i didnt. i was too scared and embarassed and uncomfortable. the other grad student went to the ombudsperson on campus and he made her feel scared. he told her that she should wait until after her comprehensive exam and that then they could arrange for a third party mediator to meet with her and our supervisor together. she was mortified by the idea. my cosupervisor filed the complaint and i provided screen grabs of text messages. i finished my MSc and left university of alberta. i found out recently from my cosupervisor that he was found guilty of harassment but thats all i know.",Natural sciences,Other Type of School,Male,Graduate Student,Faculty,373
68,"A Black woman student was petted by a white faculty member with known and unapologetic racial bias.  The professor dug her fingers into the student's hair without her permission, laughing and giddily saying ""oh, I should stop"" but continuing anyway.  She excused her behavior for being on painkillers for her broken leg.", Social sciences,Research Institute,Female,Graduate Student,Faculty,54
69,"I went out to celebrate a friends birthday and ran into my organic chemistry lab instructor, who was a graduate student at the time.  He bought me and my friends drinks and hung out with us the entire night.  One of my friends drank too much, and he offered to help get her home.  When we got back to her apartment, I almost immediately fell asleep on a blow-up mattress in the living room.  The next morning, I woke up to someone brushing his hand up and down the side of my body.  It was my instructor.  He called me several times a day for a week or so, asking me out.  Each time I let the call go to voicemail. Other than with my friends in the apartment, I have never spoken about this incident because I've been incredibly ashamed and embarrassed, thinking that may be it was something I did that let him think it was okay to lay down next to me.  Now I'm aware enough that this was not my fault.",Formal sciences,Research Institute,Male,Graduate Student,Graduate Student,183
70,"I faced the question many women face in their graduate studies: have or postpone having children? I was seen as a promising student and dedicated scholar when I first arrived, but that changed when I got pregnant. Questions and comments about my dedication, persistence and interest arose. And when pregnant a second time, I heard many times, ""You probably won't finish,"" or ""Are you really going to stick it out,"" or ""I was convinced you were going to check out"" or other discouraging/disparaging comments from students and professors (male and female alike). I had one professor that was exceedingly gracious and kind and supportive, but that was very much the exception. ", Social sciences,Research Institute,Other,Graduate Student,Undergraduate Student,112
71,"Male Chair made inappropriate sexual comments to undergrads and colleagues, ranging from talking about others' sex lives, commenting on faculty and student physiques, dirty jokes, inappropriate hugging, brushing up against student arms/elbows; was taken off of tenure line due to the above (after 3 Title IX reports); put back on tenure line pending good behavior two years later; granted tenure and promoted to full professor (without dept support for either); continued with bad behavior until several students reported to dept chair and then Title IX. He later ""resigned"" following investigation. ",Humanities,Regional College,Male,Chair/Dean/Head,Chair/Dean/Head,91
72,"I was with a group doing physics homework. Someone grabbed my pages and refused to give them back. At first it was like a funny joke, but I confronted him about it after about a minute, and then he picked me up and said he wouldn't put me down until I kissed him. I struggled for a couple moments until I gave in and kissed him. Everyone else (~6 more people) in the group stared at us during this whole incident. I was so humiliated; I grabbed my stuff and just left.",Natural sciences,Research Institute,Male,Graduate Student,Graduate Student,92
73,"Is this harassment? Just before and after I finished my PhD, this academic celebrity from my PhD institution (not in my department but a related field) began pursuing me romantically, despite the fact I was married and he was in a long-term relationship. I suppose I responded positively to some of his attention because I was super stressed out in my first year in a tenure-track job, which was causing depression, anxiety, and mania; I was isolated; and I had gotten very little mentoring on my scholarship in my PhD program. He read my work and praised it. It felt so great finally to get recognition for my ideas. And he seemed interested in my thoughts on his work--or at least he pretended to be. It was all long-distance, so it was not physical, but I did become emotionally attached to him. He emailed and called *relentlessly* with increasingly sexually charged messages. When I felt overwhelmed and tried to stop contact, he pleaded with me to continue. I was not emotionally strong enough to stop. Then, after several months, he suddenly dropped me, pretended like he had never done anything, and accused me of only liking him because he was famous. I guess this is not technically harassment, because I participated to a certain extent, but now, looking back 15 years later, it was certainly an abuse of power. He was a celebrity, I was vulnerable, and he played me. It's a little Clinton-Lewinsky-ish. ",Humanities,Elite Institution,Male,Graduate Student,Faculty,245
74,"I had an internship at National History Day, which was run by two female faculty members but had other staff. I usually used the computer in the main office, as I was generally not there when the administrative assistant was. One day they had me use the computer in the office of a male colleague, who was not in the office that morning. On his computer, every time I started to type in a web address, it auto-filled with a porn site. It did not matter what letter I put in, a LIST of porn sites would come up. Porn pop-ups also kept coming up. I was supposed to be finding open source photographs for teaching materials, but it was pretty impossible. The guy came in while I was finishing up to grab something, and I was mortified. He saw that I was on the computer but did not appear bothered by it. ",Humanities,Research Institute,Male,Graduate Student,Faculty,154
75,"Persistent and escalating sexual harassment & sexism by my supervisor, who frequently said he was blameless because he identified as gay (he had been previously married to a woman for 20+ years). Starting with comments about how I shouldn't be ""feisty"" or slightly off-color jokes, progressing into invasive questions about my relationship status and sex life, to touching my inner thigh and butt at a Christmas party, and towards the end of the year making frequent comments on my body, breasts, and speculation about my sex life.", Social sciences,Research Institute,Male,Graduate Student,Faculty,87
76,"Inappropriate touching, by a prestigious senior professor. I was a doctoral student considering applying for a scholarship for which he was one of the decision-makers. I was making copies at the department at night, and he entered in the room and looked at the article I was copying. I mentioned my project, advisor support, and interest in applying for the said scholarship. He then abruptly reached into my blouse, where a long family necklace was lodged, and took it out, from in between my breasts. I was flabbergasted. I just remember saying it belonged to my grandparents, then disappeared and lost faith in the scholarship fairness process. Needless to say I gave up ever meeting with him again, even if there was a perfect match for my research.
A second incident with another senior prestigious professor in the same department. I was working on a research paper in the field of this senior new hire, and was enthusiastic about his work. I was done with my classes, but would audit his classes, and come often to his office hours with questions, for more than a year. He was injured for months, and I was very sympathetic with his circumstances. As I made progress in my work, and by chance met his wife, he mostly wanted to discuss his personal life with me. I thought he was not ok then, but did not take it personally. Then, out of the blue, he asked me out, despite his marriage and my own committed relationship. I was profoundly disappointed - particularly given my interest in his field of research, and my expectations of his character. All the investment in intellectual interaction went to waste - no way I would be able to have him in my committee or to provide comments about my project. I then realized, through these 2 career demaging episodes, the additional pattern of disrespect going on with the few female faculty at the department, and that disrespect was a generalized practice then towards women professors in my profession.",Humanities,Research Institute,Male,Graduate Student,Graduate Student,338
77,"I was assisting my faculty mentor at a conference  -as I had many times previous - with his walker/wheelchair, and while I had caught him watching me before, this time he was drunk (I guess he had been drinking that afternoon, because it was only 5:00 pm or so). He leered at me as I bent over to adjust the equipment and said, “You know what I like best when women bend over to help me out? The view...” and he tried to look down my blouse. I moved away, appalled, and his roommate/buddy looked away and said nothing. I excused myself and left. Later I asked some of his former graduate students about the incident (all women), and they confirmed he had said similar things to them while leveraging his disability to ask for their help.",Humanities,Research Institute,Male,Faculty,Staff,138
78,"One of my doctoral examiners wrote me and another student pornographic letters, then insisted we meet with him for ""lunch"" because if we didn't, ""there would be no repercussions on our exams, oh no."" I reported him all the way up through the administrative structure, including to a female dean who called what I was doing self-destructive and dangerous to my career. I contacted a lawyer outside the university and was told it was a university matter and besides, his children and their children went to school together, what was I thinking? I finally found a woman to take the case, but she was pregnant and she needed both mine and my colleague's letters because in hers he was more threatening and he was also on her exam committee. My colleague elected to abandon her education and the lawyer decided to concentrate on her own family. There were no repercussions for the professor. I lost my instructorship there.",Humanities,Research Institute,Male,Graduate Student,Faculty,158
79,"During an on-campus interview for a tenure-track position, the department chair suggested we take a walk rather than meet in his office. As we walked, he put his arm around me and told me that he was sure I was wondering about the dating prospects in the small town in which the college was located. He went on to say that he had met both of his wives in the town. He left me with the clear impression that he considered me a possible choice for wife #3. ", Social sciences,Regional College,Male,Graduate Student,Chair/Dean/Head,89
80,"When working in the Writing Center as a graduate student, I often gave workshops and taught lessons.  Students were able to fill out surveys afterward explaining what they'd learned/what we could improve on.  One of the surveys came back explaining that I was ""dressed too inappropriately"" for the student to pay attention.  He was distracted.  I was wearing a pencil skirt and a T-shirt.  ",Humanities,Other Type of School,Other,Graduate Student,Graduate Student,70
81,"Soon after starting my graduate program, one of my intended dissertation committee members approached me at a ""welcome"" party for new graduate students to ask if I had any same sex encounter that I wanted to tell him about as he gave me a very creepy smile and backed me into a corner and grabbed me by the waist. Later I found out he had a reputation for sexually harassing and assaulting female graduate students. ",Humanities,Research Institute,Male,Graduate Student,Faculty,76
82,"I was a 'good' undergraduate student, the kind being groomed for further study and a number of teaching academics took an interest in me, most of which was very supportive and great. However I was also going through a difficult time. I was trying to leave an abusive relationship and having a lot of difficulties. A lecturer who knew my circumstances took an interest in me, supposedly for my work, and then repeatedly made sexual advances even after I'd tried to stop them. He would tell me that physical affection was part of his culture and complain about how lonely he was and how anglo-Australian women were so uptight. At first, I didn't really believe it was happening but eventually dropped out of his class and ceased contact.  ", Social sciences,Elite Institution,Other,Graduate Student,Faculty,130
83,"Where to start. A professor telling me I looked ""sexy""? Another professor ogling me? Yet another professor telling me I was giving him ""impure"" thoughts? The worst, however, was when a friend of mine was suing the university. She claimed that the university was protecting one of the above professors for sexually harassing and sexually assaulting her. My advisor expressed exasperation. Wanted to know why my friend was pursuing the suit when everyone in the department offered to advise her so she never had to deal with him again. I said, ""Well, what about all the female students that come after her? What will happen to them?"" My advisor said she hadn't thought about that. Perhaps the solution was that he could just not advise female students. Then I said, ""Ok, so no female student can ever come to our university to study his area of expertise? Is that fair?"" She said well, she hadn't thought of that either, but still, my friend should not be suing. THis made me realize that no one, not even my own advisor, would have my back if anything happened. ",Humanities,Research Institute,Male,Graduate Student,Faculty,187
84,"While in My Ph.D. Course at the University of Sheffield, I was harassed while in the East Asian Studies Department. My leg was groped under the desk by a fellow graduate student during a lecture. His hand kept moving over to my leg and sliding up even though I had pushed it away. This was someone I didn't know personally and didn't see outside of class. He later started following me on campus and entering into coffee shops and pubs that I was in with friends to watch me. One night after I had a few pints he approached me at the pub when friends were leaving and tried to walk me home. I, fortunately, was escorted home by my friends. This continued until he moved on to someone else. The next woman he harassed was an undergraduate voice student of mine and filed a complaint with campus safty. I don't know what happened after that.",Humanities,Elite Institution,Male,Graduate Student,Graduate Student,156
85,"On 6/28/2017, my pharmacology professor asked me to stand up, and he closed his office door.  He then started to grope me, placing his hands on my stomach, going up my breasts, and I could feel him breathing in my ear.  He told me it was to help me ""get pleasure"".  He claimed I had no ability to ""have fun"".  Later in the afternoon, we were working with radioactive substances, and he once again closed the door and put his hands around me.  This time he bit and licked my right earl. I told him to stop and it hurt.  He laughed.  ",Applied science,Research Institute,Male,Undergraduate Student,Graduate Student,110
86,"I was outside of the U.S. doing PhD research. I went to a conference in the country where I was doing my research, and the cost of the hotel rooms were covered by the organization planning the conference. At the end of the conference, the very large and tall conference organizer knocked at the door of my room, and when I opened the door, he stepped so close to me that I stepped back and he came into my room. He made lame small talk, and I immediately grabbed my bag and told him I was going out and left the room. So, he did not assault me, but he certainly made me feel uncomfortable and I could tell what he was after. When I came back to my room later, I sat in bed with the lights out. I heard several knocks at the door but I did not answer them. I was so furious I could not sleep that night.",Humanities,Research Institute,Male,Graduate Student,Graduate Student,162
87,"A professor who taught a class I was taking told me I reminded him of his wife ""back when he was actually attracted to her"" and later said he wished his son (who was my age) could meet me, though I ""would be way out of his league."" A couple other professors and my advisor would say that he mentioned/talked about me a lot; he also unexpectedly started showing up to the coffeeshop I worked at off-campus very often. ",Humanities,Elite Institution,Other,Graduate Student,Faculty,80
88,A tenured professor and later the chair who was working with grad students would give teaching gigs and opportunities for additional employment/income/professional development based on gender and sexual orientation and also based on what other professors you worked with. This professor/chair also told inappropriate jokes in class and outed (though sarcastic mean-spirited jokes) LGBT students in class. This professor got away with it because she was a lesbian and it was disguised as playful. In class this professor would also question certain students intellect and make inappropriate jokes about not knowing about certain fields of research or not immediately grasping concepts/theories. ,Humanities,Research Institute,Female,Graduate Student,Chair/Dean/Head,102
89,"I was at a reception for conference attendees while attending a small conference  on the topic I was wanting to study for my PhD. A senior scientist in my field who was very well known was introduced to me and responded with, ""Oh I know XX, I left my cufflinks in her room last night,"" while laughing. I thought it was strange. Later I was a PhD student and was collaborating with this same senior scientist. I was visiting his country for 3 weeks while learning new techniques. We were supposed to get together for dinner to discuss science and ideas for research. He suggested I come to his hotel room to have dinner with him there since he had recently moved to a more distant city and would only come to town once per month. Much to my relief, it happened to be snowing (in a place it doesn't usually snow) on the day he was in town so I didn't end up meeting him at his hotel. ",Formal sciences,Research Institute,Male,Graduate Student,Graduate Student,171
90,"A married colleague said he wanted to kiss me at a graduate student happy hour in Spring 2015. An officemate, a graduate student in the department showed me a dic pic (not his own) without my consent. That incident didn't bother me so much as it was just annoying, particularly as that student claims to be a feminist and an activist, but I wouldn't say I've lost any sleep over it.",Humanities,Research Institute,Male,Graduate Student,Graduate Student,71
91,"I used to volunteer in a virology lab in 2012. Postdoc was not helpful...belittled my work, told me to do something, then it would go wrong, then he would blame me for it when I followed his instructions to the letter. Postdoc would flirt heavily with two other girls in the lab. There was one in particular that would work at the same times as me, and sometimes I witnessed inappropriate behavior (he would touch her breast or hug her, she would protest and move away uncomfortably, he would laugh, she would giggle in awkwardness). I felt bad for the girl because she was an international student and clearly did not like the attention. One time it got to me and I asked her if she was ok after an ""encounter"" with the postdoc. She was nervous but did not want to cause a scene. I left after about 1.5 years. It was an utter waste of time, I learned nothing. When I initially joined I had of course been promised publications but never got on any, and when I mentioned how I was disappointed, of course the postdoc said that it was due to my poor quality of work. A few months later, I get a call from the Title 9 officer at my university saying that the Postdoc had been accused of sexual harassment by 3 other girls (besides the two that worked with me). She asked if I had been a victim. I said no, I had not, but I witnessed it happening to the international student and that I felt like my time at the lab had been poorly spent. Nothing happened to the guy, obviously. I got an insincere apology from the Title 9 officer and the university covered their behinds. That was it.",Natural sciences,Elite Institution,Male,Graduate Student,Graduate Student,299
92,"Female peer made inappropriate and unwanted sexual advances toward me over an extended period of time—3 semesters. Touching, standing too close, online stalking. I repeatedly expressed non-interest but the behavior continued and worsened. As a male, it was nearly impossible to get her to stop without seeming like a jerk. I wanted to yell at her to leave me alone, but it doesn’t look good, you know? A guy yelling at a girl in the middle of class. ",Humanities,Research Institute,Female,Graduate Student,Undergraduate Student,79
93,"I was working as a summer research assistant on a project with a colleague of my advisor. The colleague was a professor at another university in a different state, which is where the research project took place. On the first day of the project (and the first day I met the professor) he and I camped at the field site.  When it came time to set up camp we only had one small tent so I decided to sleep in the car.  He told me I was being a prude and that I should sleep in the tent.  I slept in the car.  At the time I didn't think too much about it, it's only after reading about harassment in academia that I realize how inappropriate it was for a 50 year old man to try to pressure a 22 year old woman into sharing a small tent with him. ",Natural sciences,Research Institute,Male,Graduate Student,Faculty,155
94,"The first time I met the (esteemed, tenured) professor I was supposed to spend my PhD years working, he caressed my hand when when shook hands, and then made me sit close to him on his couch instead of in a chair across from his desk. I had been warned that he ""likes French women."" Over the past couple of years, I have seen him touch women without their consent on multiple occasions. He obviously gets a kick out of toeing the line between ""vaguely inappropriate"" and downright unacceptable. I have since changed my entire study focus in order to avoid working with him. Half of the department ignores his behavior or says he's ""just an old man,"" and the other half won't rally against him in fear of what he could do to our careers.",Humanities,Regional College,Male,Graduate Student,Faculty,136
95,"a 30""x40"" collage of explicit close-up vagina photos, clipped from pornography and pasted to poster board, was taped to my first floor dorm window in the dead of night. I was awakened to phone call with a creepy whispering voice to ""look out my window"". I was frightened and called campus security instead. When they arrived, they searched the window from the outside and found the sexually explicit ""artwork"". They did not find the perpetrator. I then called a male friend for support and heard laughter. He was with 3 or 4 buddies. I had no idea that someone I considered a friend would do something so aggressive. And he did it in tandem with other men. ",Humanities,Elite Institution,Other,Graduate Student,Graduate Student,118
96,"I don't even know where to start, so many things happened when I was a graduate student. One professor made wildly inappropriate comments and discussions about his sexual past in class. Every class. He once asked me, when I came to class with a bruise on my face from falling off of my bike, ""What? Does your boyfriend beat you or something?"" (in front of the entire class). Another professor physically assaulted me by slapping my arm hard and grabbing it to get me off of a wheelchair ramp (I didn't realize it was a wheelchair ramp, and there wasn't a wheelchair user coming). He later screamed at me in front of undergraduate students. I had a male graduate student peer smack me on the backside with his backpack when were were standing in front of an entire lecture hall full of undergraduates. When I was an undergraduate a departmental admin. assistant started a rumor that I was sleeping with a male professor. Oh, I have also faced some  awful harassment from some male undergraduates, when I was a graduate student and again as a Visiting Assistant Professor.",Humanities,Multiple,Male,Graduate Student,Graduate Student,189
97,"A person with whom I was doing a problem set tried to force himself on me sexually, even though I tried to politely say no. Ultimately, I had to stop being polite about it. He then started following me after class and tried to apologize by saying 'in my country, no doesn't always mean no.' (He was from Argentina.)",Formal sciences,Research Institute,Male,Graduate Student,Graduate Student,59
98,"A famous poet and infamous creep, died in 2002 with a perfect literary reputation. Overtly sexist and inappropriate in class, trading on grades and the annual literary awards (of which he was sole judge), obsessive and stalking behavior. Had male acolytes for whom he was ""like a father"" who served to protect and clean up his messes for him.",Humanities,Elite Institution,Male,Graduate Student,Faculty,59
99,"When I was a prospective PhD student, a department flew out the admitted students to campus for a visit. I met with a senior faculty member in my field--someone whose work I admired greatly, who had been the person who called to offer me a spot in the program. We spoke for a bit about the department and my research, and then he abruptly began to tell me about a museum he thought I should visit while I was in town. He pulled their catalog down from a shelf, drew his chair close to me so that our knees were touching, and placed the book in my lap. Then he slowly leafed through it and showed me all the pictures of naked women. My research was not related to naked women. ",Humanities,Elite Institution,Male,Graduate Student,Graduate Student,132
